class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d
Aves,Anseriformes,Anatidae,Branta,ruficollis,-999,Red-breasted Goose,-999,5.5,1,1242,-999,-999,-999,-999,-999,84.1,25,-999,-999,-999,-999,1094,1375,1168,-999,-999,-999,54.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Branta,sandvicensis,-999,Nene,912,4,1,2090,42,-999,-999,90.8,-999,144,30,63,42,730,-999,1930,2165,2044.5,-999,-999,-999,63.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Bucephala,albeola,-999,Bufflehead,728.468,8.400544959,1,400,18.7,-999,-999,23.8,-999,37,30,52.5,14.9,730,-999,334.75,477,400,-999,-999,-999,36.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Bucephala,clangula,-999,Common Goldeneye,730,9.5,1,895.93,18.41666667,-999,-999,36.3,-999,57,29.5,61.25,16.91666667,730,-999,740.375,1000,896,-999,-999,-999,46,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Bucephala,islandica,-999,Barrow's Goldeneye,728.468,9.5,1,978.575,18,-999,-999,37.5,-999,67.7,30,56,15.33333333,730,-999,740.5,1138.75,865,-999,-999,-999,47.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Cairina,moschata,-999,Muscovy Duck,-999,11,1.5,2228,-999,-999,-999,47,-999,74,34,-999,-999,-999,-999,1646,2950,2064,-999,-999,-999,75,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Callonetta,leucophrys,-999,Ringed Teal,-999,8.75,1,321,-999,-999,-999,-999,-999,32,29,-999,-999,-999,-999,321,416.5,315.5,-999,-999,-999,36.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Camptorhynchus,histrionicus,-999,-999,-999,-999,-999,750,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Camptorhynchus,labradorius,-999,Labrador Duck,-999,-999,-999,864,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,482,865,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Cereopsis,novaehollandiae,-999,Cape Barren Goose,-999,4.24,1,3770,28.1,-999,-999,-999,-999,137,35,70,28.1,-999,-999,3665,5290,3500,-999,-999,-999,87.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Chen,caerulescens,-999,Snow Goose,730.5,4.2,1,2630.75,27.5,-999,-999,87.5,-999,121.95,23.55,43.5,26.59166667,730,-999,2501.75,2744,2517,-999,-999,-999,75,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Chen,canagica,-999,Emperor Goose,727.702,4.95,1,2718,12,-999,-999,81.8,-999,120,24.5,55,9,365,-999,2766,2771,2734,-999,-999,-999,77.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Chen,rossii,-999,Ross's Goose,739.335,4,1,1597.5,22.5,-999,-999,65.1,-999,92,22,41,21.5,570,-999,1597.5,1642.25,1447,-999,-999,-999,59.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Chenonetta,jubata,-999,Maned Duck,-999,9.7,1,812.5,-999,-999,-999,-999,-999,54,28,-999,-999,-999,-999,800,815,800,-999,-999,-999,50,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Chloephaga,hybrida,-999,Kelp Goose,-999,5,1,2327,-999,-999,-999,-999,-999,141.5,30,-999,-999,-999,-999,2022,2575.5,2183,-999,-999,-999,60,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Chloephaga,melanoptera,-999,Andean Goose,-999,7.333333333,1,3090,-999,-999,-999,-999,-999,113.5,30,-999,-999,-999,-999,3640,2730,2315,-999,-999,-999,75,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Chloephaga,picta,-999,Upland Goose,-999,6.3,1,2930,-999,-999,-999,-999,-999,128,31,-999,-999,-999,-999,2672,3142.5,2690,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Chloephaga,poliocephala,-999,Ashy-headed Goose,-999,5,1,2227.75,-999,-999,-999,-999,-999,97,30,-999,-999,-999,-999,1980,2289,2200,-999,-999,-999,55,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Chloephaga,rubidiceps,-999,Ruddy-headed Goose,-999,6,1,2000,-999,-999,-999,-999,-999,102.9,30,-999,-999,-999,-999,1400,1750,2000,-999,-999,-999,47,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Clangula,hyemalis,-999,Long-tailed Duck,728.468,7.5,1,814,22.7,-999,-999,27.75,-999,43.5,25,35,15.6,730,-999,705,801.5,794.5,-999,-999,-999,48,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Coscoroba,coscoroba,-999,Coscoroba Swan,-999,6,1,4050,-999,-999,-999,-999,-999,178.4,35,70,-999,-999,-999,3800,4600,3800,-999,-999,-999,102.5,-999,-999,-999,-999,-999,-999,730.5
Aves,Anseriformes,Anatidae,Cyanochen,cyanoptera,-999,Blue-winged Goose,726.936,6.698453608,1,1520,-999,-999,-999,52,-999,97,32,85,-999,-999,-999,1420,2180,1470,-999,-999,-999,67.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Cygnus,atratus,-999,Black Swan,821,5.5,1,5656,40,-999,-999,-999,-999,267,39,160,35,821,-999,5100,6200,5662,-999,-999,-999,125,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Cygnus,buccinator,-999,Trumpeter Swan,1091.936,5.2,1,10300,32.5,-999,-999,214,-999,330.5,35,98.5,26.5,1095,-999,9750,11800,9750,-999,-999,-999,158.75,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Cygnus,columbianus,-999,Tundra Swan,1001.069,4,1,6350,24.1,-999,-999,181.25,-999,269.6,173,60.25,22.29166667,730,-999,6100,7100,6200,-999,-999,-999,135,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Cygnus,cygnus,-999,Whooper Swan,1456.936,4.920658683,1,9413,26.5,-999,-999,208,-999,331,35,98.5,25.16666667,1460,-999,8750,11900,9413,-999,-999,-999,152.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Cygnus,melancoryphus,-999,Black-necked Swan,730.5,5.517206478,1,4275,30,-999,-999,-999,-999,247,35,70,20,730.5,-999,4000,5550,4275,-999,-999,-999,113,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Cygnus,olor,-999,Mute Swan,1183.569,5.95,1,10230,70,-999,-999,221.5,-999,342.5,36,135,27.6915,1095,-999,9600,11800,9962.5,-999,-999,-999,142.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Dendrocygna,arborea,-999,West Indian Whistling Duck,-999,9.285714286,1,1150,-999,-999,-999,-999,-999,49,30,-999,-999,-999,-999,1150,-999,1142,-999,-999,-999,53,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Dendrocygna,arcuata,-999,Wandering Whistling Duck,-999,10.5,1,776.6666667,-999,-999,-999,-999,-999,40,28,-999,-999,-999,-999,732,866,732,-999,-999,-999,42.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Dendrocygna,autumnalis,-999,Black-bellied Whistling Duck,365,13.75,1,826.5,8.2,-999,-999,30.8,-999,44,27,58,8.2,365,-999,796,790.75,825,-999,-999,-999,48,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Dendrocygna,bicolor,-999,Fulvous Whistling Duck,364.234,10,1,743,11.16666667,-999,-999,29,-999,49.05,25.5,63,6.5,-999,-999,716.5,760.75,728,-999,-999,-999,49,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Dendrocygna,eytoni,-999,Plumed Whistling Duck,-999,11,1,792,-999,-999,-999,-999,-999,35,28,-999,-999,-999,-999,792,788,790,-999,-999,-999,42.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Dendrocygna,guttata,-999,Spotted Whistling Duck,-999,11,1,800,-999,-999,-999,-999,-999,49,30.5,49,-999,-999,-999,800,-999,800,-999,-999,-999,46.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Dendrocygna,javanica,-999,Lesser Whistling Duck,-999,10,1,525,-999,-999,-999,-999,-999,35.15,27,-999,-999,-999,-999,-999,-999,525,-999,-999,-999,39,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Dendrocygna,viduata,-999,White-faced Whistling Duck,-999,8,1,674,15,-999,-999,22,-999,36,27,-999,12,-999,-999,638,661.5,690,-999,-999,-999,43,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Heteronetta,atricapilla,-999,Black-headed Duck,-999,2,-999,550,-999,-999,-999,-999,-999,60,-999,-999,-999,-999,-999,565,507,565,-999,-999,-999,37.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Histrionicus,histrionicus,-999,Harlequin Duck,545.968,5.9,1,561.25,14.6,-999,-999,31.45,-999,53.5,28.25,40,14.58333333,365,-999,539.25,653,561,-999,-999,-999,44.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Hymenolaimus,malacorhynchos,-999,Blue Duck,-999,5.465753425,1,832.6666667,-999,-999,-999,-999,-999,73,-999,-999,-999,-999,-999,768,897,816.5,-999,-999,-999,53.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Lophodytes,cucullatus,-999,Hooded Merganser,730,11,1,617,14.5,-999,-999,31,-999,58.3,31,-999,11.3,730,-999,617,617,617,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Lophonetta,specularioides,-999,Crested Duck,-999,6.496053402,1,949,-999,-999,-999,-999,-999,56.95,30,-999,-999,-999,-999,965,1078,900,-999,-999,-999,56,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Malacorhynchus,membranaceus,-999,Pink-eared Duck,-999,6.9,1,360.75,-999,-999,-999,-999,-999,33.1,26,-999,-999,-999,-999,344,404,344.5,-999,-999,-999,40.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Marmaronetta,angustirostris,-999,Marbled Duck,363.468,10.5,1,477,-999,-999,-999,-999,-999,30.2,25.25,55,-999,-999,-999,427.5,481,477,-999,-999,-999,43.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Melanitta,americana,-999,Black Scoter,819.335,8.5,1,1052.2,17.91666667,-999,-999,44.1,-999,73,28.4,45.75,16.75,730,-999,987,1108.5,1001,-999,-999,-999,48.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Melanitta,deglandi,-999,White-winged Scoter,819.335,8.430434783,1,1732,21.41666667,-999,-999,54.6,-999,92,27.75,60,15.6,730,-999,1731,1776,1739.75,-999,-999,-999,54.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Melanitta,fusca,-999,Velvet Scoter,819.335,8.430434783,1,1732,21.41666667,-999,-999,54.6,-999,92,27.75,60,15.6,730,-999,1731,1776,1739.75,-999,-999,-999,54.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Melanitta,nigra,-999,Common Scoter,819.335,8.5,1,1052.2,17.91666667,-999,-999,44.1,-999,73,28.4,45.75,16.775,730,-999,987,1108.5,1001,-999,-999,-999,48.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Melanitta,perspicillata,-999,Surf Scoter,730,6.65,1,1047,9.5,-999,-999,-999,-999,62,-999,-999,9.5,730,-999,907,1000,900,-999,-999,-999,50.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Merganetta,armata,-999,Torrent Duck,-999,3.4,1,391.75,-999,-999,-999,-999,-999,63.5,-999,-999,-999,-999,-999,328.5,461,363.5,-999,-999,-999,44.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Mergellus,albellus,-999,Smew,726.936,8,1,630,10,-999,-999,-999,-999,42,27.5,-999,10,-999,-999,570.25,667.25,568,-999,-999,-999,39.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Mergus,australis,-999,Auckland Merganser,-999,-999,-999,898,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,898,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Mergus,cucullatus,-999,-999,726.936,10.75,1,613.5,11.25,-999,-999,-999,-999,60,32.2,70.5,11.25,-999,-999,547,610,-999,-999,-999,-999,46,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Mergus,merganser,-999,Common Merganser,730,9.8,1,1462.5,14.83333333,-999,-999,46.2,-999,82,30,65,13.8,730,-999,1232,1709,1462.5,-999,-999,-999,62,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Mergus,octosetaceus,-999,Brazilian Merganser,-999,-999,-999,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,983,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Mergus,serrator,-999,Red-breasted Merganser,728.468,9.1,1,1042.583333,21.33333333,-999,-999,46.5,-999,72.5,31.75,60.75,9.331666667,730,-999,908,1135,1021.5,-999,-999,-999,55,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Mergus,squamatus,-999,Scaly-sided Merganser,-999,10,-999,1164,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,956,1232,1234,-999,-999,-999,57.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Neochen,jubata,-999,Orinoco Goose,-999,8,1,1250,-999,-999,-999,-999,-999,64.5,29,-999,-999,-999,-999,1250,-999,1250,-999,-999,-999,63.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Netta,erythrophthalma,-999,Southern Pochard,-999,8.85,1,783,6.666666667,-999,-999,-999,-999,60,26,-999,6.666666667,-999,-999,764.5,793.5,785,-999,-999,-999,50.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Netta,peposaca,-999,Rosy-billed Pochard,-999,10,1,1005,7.5,-999,-999,-999,-999,58.3,28,-999,7.5,-999,-999,1004,1181,1004.5,-999,-999,-999,55.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Netta,rufina,-999,Red-crested Pochard,365,9,1,1118,8.75,-999,-999,36,-999,56,27,47.5,7.4,365,-999,1111.5,1140.5,1111,-999,-999,-999,55.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Nettapus,auritus,-999,African Pygmy Goose,-999,9,1,272.5,-999,-999,-999,16.4,-999,23,24,-999,-999,-999,-999,260,285,266,-999,-999,-999,31.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Nettapus,coromandelianus,-999,Cotton Pygmy Goose,-999,10,1,347,-999,-999,-999,-999,-999,27,-999,-999,-999,-999,-999,283.5,284,220,-999,-999,-999,34.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Nettapus,pulchellus,-999,Green Pygmy Goose,-999,10,1,305.5,-999,-999,-999,-999,-999,30,-999,-999,-999,-999,-999,304,310,302,-999,-999,-999,33,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Nomonyx,dominicus,-999,Masked Duck,-999,5,1,359.25,-999,-999,-999,-999,-999,52,-999,-999,-999,-999,-999,346,385,339,-999,-999,-999,33,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Oxyura,australis,-999,Blue-billed Duck,-999,5.5,1,850,16,-999,-999,-999,-999,87.2,27,-999,16,-999,-999,825,812,850,48,66,-999,40,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Oxyura,ferruginea,-999,Andean Duck,365,8,1,560,13.6,-999,-999,44,-999,73,23.5,55.75,13.6,365,-999,549,610,546,-999,-999,-999,38.1,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Oxyura,jamaicensis,-999,Ruddy Duck,365,8,1,550,13.6,-999,-999,44,-999,73,23.5,55.75,13.6,365,-999,549,590,546,-999,-999,-999,38.1,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Oxyura,leucocephala,-999,White-headed Duck,-999,7,1,687,-999,-999,-999,60,-999,97,25.5,-999,-999,-999,-999,593,737,593,-999,-999,-999,45.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Oxyura,maccoa,-999,Maccoa Duck,-999,5.9,1,680.6666667,-999,-999,-999,-999,-999,88,26,35,-999,-999,-999,554,820,611,-999,-999,-999,48.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Oxyura,vittata,-999,Lake Duck,-999,4,1,640,-999,-999,-999,-999,-999,86,-999,-999,-999,-999,-999,606.5,690,575,-999,-999,-999,41,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Plectropterus,gambensis,-999,Spur-winged Goose,-999,9.5,1,4480,11.3,-999,-999,-999,-999,139,31.5,75,11.3,-999,-999,4700,6100,4480,-999,-999,-999,87.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Polysticta,stelleri,-999,Steller's Eider,819.335,7,1,842,23,-999,-999,42.5,-999,55.1,26,50,14.3,730,-999,842,773,851,-999,-999,-999,45.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Pteronetta,hartlaubii,-999,Hartlaub's Duck,363.468,9,1,882,-999,-999,-999,28,-999,52.4,31.5,56,-999,-999,-999,788,976,788,-999,-999,-999,57,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Rhodonessa,caryophyllacea,-999,Pink-headed Duck,-999,7.5,-999,1076.5,-999,-999,-999,-999,-999,45,-999,-999,-999,-999,-999,-999,-999,984.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Salvadorina,waigiuensis,-999,Salvadori's Teal,-999,3.5,1,467.25,-999,-999,-999,-999,-999,57,-999,-999,-999,-999,-999,469,393,469,-999,-999,-999,40.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Sarkidiornis,melanotos,-999,Knob-billed Duck,-999,10.2503888,1,2043,-999,-999,-999,-999,-999,64,29,70,-999,-999,-999,1778,1955,1556,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Sarkidiornis,sylvicola,-999,Comb Duck,-999,10.2503888,1,2043,-999,-999,-999,-999,-999,64,29,70,-999,-999,-999,1778,1955,1556,-999,-999,-999,66,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Somateria,fischeri,-999,Spectacled Eider,908.67,4.5,1,1543.75,18,-999,-999,-999,-999,73,24,50.75,18,-999,-999,1599,1512.5,1304,-999,-999,-999,54.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Somateria,mollissima,-999,Common Eider,730,4.15,1,2092,37.8,-999,-999,72.7,-999,110,26,58,23,730,-999,2043.5,2218,2096,-999,-999,-999,60.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Somateria,spectabilis,-999,King Eider,819.335,4.7,1,1650,18.91666667,-999,-999,42.8,-999,69.85,23.25,30,18.9,730,-999,1628,1707.5,1650,-999,-999,-999,53,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Speculanas,specularis,-999,Bronze-winged Duck,-999,4.5,1,1531,-999,-999,-999,-999,-999,69,-999,-999,-999,-999,-999,-999,-999,1531,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Stictonetta,naevosa,-999,Freckled Duck,-999,7.225324676,1,855,-999,-999,-999,-999,-999,77,27.5,59.5,-999,-999,-999,842,969,841,-999,-999,-999,52.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tachyeres,brachypterus,-999,Falkland Steamer Duck,-999,7.010344828,1,3565,-999,-999,-999,-999,-999,145.4,34,84,-999,-999,-999,3450,4200,3450,-999,-999,-999,67.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tachyeres,leucocephalus,-999,Chubut Steamer Duck,-999,4.606667125,1,3103.5,-999,-999,-999,-999,-999,132,-999,-999,-999,-999,-999,3013,3808,3103.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tachyeres,patachonicus,-999,Flying Steamer Duck,-999,6.888888889,1,2636.5,-999,-999,-999,-999,-999,116.6,35,-999,-999,-999,-999,2600,3035,2576,-999,-999,-999,68.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tachyeres,pteneres,-999,Fuegian Steamer Duck,-999,6.555102041,1,4688.5,10.2,-999,-999,-999,-999,156.75,35,-999,10.2,-999,-999,4214,5405.5,4228,56,82,-999,79,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tadorna,cana,-999,South African Shelduck,-999,9.750257466,1,1378,10.08333333,-999,-999,56.5,-999,93,30,70,10.08333333,-999,-999,1417,1758,1270,50,70,-999,63.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tadorna,ferruginea,-999,Ruddy Shelduck,726.936,8.5,1,1240,-999,-999,-999,48,-999,83,28.75,55,-999,-999,-999,1116,1364.5,1150.5,-999,-999,-999,64,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tadorna,radjah,-999,Raja Shelduck,-999,9,1,865,-999,-999,-999,-999,-999,58,30,-999,-999,-999,-999,839,934,840,-999,-999,-999,56,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tadorna,tadorna,-999,Common Shelduck,730,8.95,1,1094,24.8,-999,-999,47,-999,78,30,53.75,24.75,730,-999,1043,1261,1064,-999,-999,-999,62,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tadorna,tadornoides,-999,Australian Shelduck,-999,10.2,1,1364,8.25,-999,-999,-999,-999,91.5,30,60,8.25,-999,-999,1291,1559,1291,49,68,-999,64,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Tadorna,variegata,-999,Paradise Shelduck,-999,9,1,1415,11.16666667,-999,-999,-999,-999,89.55,30,59.5,11.16666667,-999,-999,1387,1712,1387,47,65,-999,67,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anatidae,Thalassornis,leuconotus,-999,White-backed Duck,-999,7,1,707.5,-999,-999,-999,54,-999,82.6,36,55,-999,-999,-999,695,720,701.25,-999,-999,-999,39,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anhimidae,Anhima,cornuta,-999,Horned Screamer,-999,4,1,3125,-999,-999,-999,-999,-999,150,47,-999,-999,-999,-999,-999,-999,3125,-999,-999,-999,89,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anhimidae,Chauna,chavaria,-999,Northern Screamer,-999,3.95,-999,2603.5,-999,-999,-999,-999,-999,184,-999,-999,-999,-999,-999,3090,2117,-999,-999,-999,-999,83.5,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anhimidae,Chauna,torquata,-999,Southern Screamer,908.67,4,-999,3450,-999,-999,-999,-999,-999,160,44,67.5,-999,-999,-999,4400,-999,2500,-999,-999,-999,89,-999,-999,-999,-999,-999,-999,-999
Aves,Anseriformes,Anseranatidae,Anseranas,semipalmata,-999,Magpie Goose,730.5,8,1,2071,32,-999,-999,-999,-999,111.2,25,80.66,29.5,1461,1,2071,2766,2052.5,-999,-999,-999,75,-999,-999,-999,-999,-999,-999,-999
Aves,Apodiformes,Aegothelidae,Aegotheles,affinis,-999,Vogelkop Owlet-nightjar,-999,-999,-999,47.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,60,47.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Apodiformes,Aegothelidae,Aegotheles,albertisi,-999,Mountain Owlet-nightjar,-999,-999,-999,37.1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,35.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Apodiformes,Aegothelidae,Aegotheles,archboldi,-999,Archbold's Owlet-nightjar,-999,-999,-999,32.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,30.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Apodiformes,Aegothelidae,Aegotheles,bennettii,-999,Barred Owlet-nightjar,-999,-999,-999,47.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,60,47.25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Apodiformes,Aegothelidae,Aegotheles,crinifrons,-999,Moluccan Owlet-nightjar,-999,-999,-999,136,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,136,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Apodiformes,Aegothelidae,Aegotheles,cristatus,-999,Australian Owlet-nightjar,-999,3.265,-999,44.125,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,44,44,43.525,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Apodiformes,Aegothelidae,Aegotheles,insignis,-999,Feline Owlet-nightjar,-999,-999,-999,79.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,79,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Apodiformes,Aegothelidae,Aegotheles,tatei,-999,Starry Owlet-nightjar,-999,-999,-999,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
Aves,Apodiformes,Aegothelidae,Aegotheles,wallacii,-999,Wallace's Owlet-nightjar,-999,-999,-999,49.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,49.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
