SCIENTIFIC_NAME,Order,Family,brain_size_mm3,body_mass_g,brain_residual,migration_status,diet_breadth,development_mode,development_time_days
Conopophaga_lineata,PASSERIFORMES (SUBOSCINES),Conopophagidae,0.7,21.25,0.222158664,Resident,0.025261536,altricial,28
Conopophila_albogularis,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.55,10.5,0.37634607,Resident,0.171868424,altricial,30.5
Conopophila_rufogularis,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.44,10.8,0.13740446,Resident,0.117637979,altricial,26
Contopus_cooperi,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.64,32.1,-0.098780528,Migrant,0,altricial,33.7
Contopus_latirostris,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.38,10.8,-0.009199014,Resident,0,altricial,NA
Contopus_virens,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.45,14.2,0.00639034,Migrant,0.023556822,altricial,29.55
Copsychus_saularis,PASSERIFORMES (PASSERIDA),Muscicapidae,1.1,36,0.378514485,Resident,0.078607938,altricial,27.25
Coracias_caudatus,CORACIIFORMES,Coraciidae,2.06,108,0.389815124,Resident,0.007989782,altricial,56
Coracias_garrulus,CORACIIFORMES,Coraciidae,2.32,146,0.339610739,Migrant,0.038246981,altricial,44.5
Coracina_caledonica,PASSERIFORMES (CORVIDA),Campephagidae,2.99,145.3,0.596012145,Resident,0.071259387,altricial,NA
Coracina_maxima,PASSERIFORMES (CORVIDA),Campephagidae,2.2,134.7,0.331676536,Resident,0.071482847,altricial,50
Coracina_novaehollandiae,PASSERIFORMES (CORVIDA),Campephagidae,2.4,118,0.492917666,Migrant,0.139204439,altricial,45.25
Coracina_papuensis,PASSERIFORMES (CORVIDA),Campephagidae,2.03,63.5,0.672977753,Resident,0.080390524,altricial,43.5
Coracina_tenuirostris,PASSERIFORMES (CORVIDA),Campephagidae,1.72,58.75,0.550867284,Migrant,0.073084121,altricial,50
Coracopsis_nigra,PSITTACIFORMES,Psittacidae,5.55,265,0.877539174,Resident,0.169333175,altricial,60.5
Coracopsis_vasa,PSITTACIFORMES,Psittacidae,8.68,525,0.941365627,Resident,NA,altricial,64
Coragyps_atratus,ACCIPITRIFORMES,Cathartidae,11.99,2080.5,0.492223229,Resident,0.019154579,altricial,117
Corcorax_melanorhamphos,PASSERIFORMES (CORVIDA),Corcoracidae,5.2,349.1,0.657829017,Resident,0.174836854,altricial,44.25
Cormobates_leucophaea,PASSERIFORMES (CLIMACTERIDA),Climacteridae,0.81,22,0.348661124,Resident,0,altricial,48
Corvus_albus,PASSERIFORMES (CORVIDA),Corvidae,8.75,524,0.950466997,Resident,0.137949172,altricial,58.5
Corvus_bennetti,PASSERIFORMES (CORVIDA),Corvidae,6.44,391.75,0.807058751,Resident,0.137372555,altricial,47.6
Corvus_brachyrhynchos,PASSERIFORMES (CORVIDA),Corvidae,7.17,438.54,0.85116308,Migrant,0.132476474,altricial,49.5
Corvus_caurinus,PASSERIFORMES (CORVIDA),Corvidae,7.43,391.5,0.950414061,Resident,0.150242402,altricial,49.8
Corvus_corax,PASSERIFORMES (CORVIDA),Corvidae,14.45,1051.85,1.061338547,Resident,0.119277245,altricial,62.5
Corvus_corone,PASSERIFORMES (CORVIDA),Corvidae,8.51,485.9,0.964988928,Migrant,0.056362763,altricial,51.45
Corvus_coronoides,PASSERIFORMES (CORVIDA),Corvidae,9.83,645,0.950342439,Resident,0.138326553,altricial,62.55
Corvus_cryptoleucus,PASSERIFORMES (CORVIDA),Corvidae,8.95,534,0.962465492,Migrant,0.132631854,altricial,51
Corvus_dauuricus,PASSERIFORMES (CORVIDA),Corvidae,4.75,208,0.857705539,Migrant,0.17491013,altricial,NA
Corvus_frugilegus,PASSERIFORMES (CORVIDA),Corvidae,7.61,453.5,0.891909189,Migrant,0.122119196,altricial,49.75
Corvus_mellori,PASSERIFORMES (CORVIDA),Corvidae,8.5,541,0.903574657,Resident,0.076340693,altricial,56.4
Corvus_monedula,PASSERIFORMES (CORVIDA),Corvidae,5.15,246,0.844460074,Migrant,0.152996687,altricial,50
Corvus_moneduloides,PASSERIFORMES (CORVIDA),Corvidae,7.23,267.53,1.136651683,Resident,0.139749479,altricial,NA
Corvus_orru,PASSERIFORMES (CORVIDA),Corvidae,8.91,433,1.075561209,Resident,0.150105783,altricial,59.1
Corvus_ossifragus,PASSERIFORMES (CORVIDA),Corvidae,5.99,285,0.91302965,Resident,0.150242402,altricial,45.5
Corydon_sumatranus,PASSERIFORMES (SUBOSCINES),Eurylaimidae,2.4,140,0.397045561,Resident,NA,altricial,NA
Coryphistera_alaudina,PASSERIFORMES (SUBOSCINES),Furnariidae,0.94,34.3,0.248456516,Resident,0,altricial,NA
Coryphospingus_cucullatus,PASSERIFORMES (PASSERIDA),Emberizidae,0.67,14.3,0.400485058,Migrant,NA,altricial,NA
Corythaixoides_concolor,MUSOPHAGIFORMES,Musophagidae,3.78,228,0.577799809,Resident,0.066280301,altricial,59
Coscoroba_coscoroba,ANSERIFORMES,Anatidae,9.16,4327,-0.187654049,Migrant,NA,precocial,105
Cossypha_caffra,PASSERIFORMES (PASSERIDA),Muscicapidae,1.02,28.5,0.434016736,Resident,0.156120058,altricial,32.6
Coturnicops_noveboracensis,GRUIFORMES,Rallidae,0.74,60.9,-0.312718169,Migrant,0.13258379,precocial,35.75
Coturnix_chinensis,GALLIFORMES,Phasianidae,0.56,44.5,-0.415485832,Resident,0.159690277,precocial,44.5
Coturnix_coturnix,GALLIFORMES,Phasianidae,0.94,96.5,-0.331627466,Migrant,0.17491013,precocial,28.05
Coturnix_pectoralis,GALLIFORMES,Phasianidae,0.96,101.95,-0.341383792,Resident,0.159690277,precocial,19.6
Cracticus_nigrogularis,PASSERIFORMES (CORVIDA),Cracticidae,3.02,123,0.699432961,Resident,0.055501505,altricial,51
Cracticus_quoyi,PASSERIFORMES (CORVIDA),Cracticidae,3.55,180,0.647588808,Resident,0.064947975,altricial,NA
Cracticus_torquatus,PASSERIFORMES (CORVIDA),Cracticidae,2.78,89.82,0.792927613,Resident,0.075787366,altricial,49
Crateroscelis_nigrorufa,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.8,15.5,0.532630021,Resident,0,altricial,NA
Crateroscelis_robusta,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.94,18.25,0.602306459,Resident,0,altricial,NA
Crax_rubra,GALLIFORMES,Cracidae,9.56,4133,-0.119188361,Resident,NA,precocial,NA
Crex_crex,GRUIFORMES,Rallidae,1.38,155.5,-0.215224901,Migrant,0.137044179,precocial,37.25
Crinifer_piscator,MUSOPHAGIFORMES,Musophagidae,4.7,527,0.325774308,Resident,NA,altricial,NA
Crossoptilon_crossoptilon,GALLIFORMES,Phasianidae,5.88,2137.5,-0.235450495,Resident,NA,precocial,24.1
Crotophaga_ani,CUCULIFORMES,Cuculidae,1.56,111.73,0.092753753,Resident,0.062815814,altricial,23.55
Crypturellus_soui,TINAMIFORMES,Tinamidae,1.49,217,-0.325417785,Resident,NA,precocial,28.05
Cuculus_canorus,CUCULIFORMES,Cuculidae,1.57,111.5,0.100299154,Migrant,0.023556822,altricial,30.5
Cuculus_pallidus,CUCULIFORMES,Cuculidae,1.43,87.7,0.141546124,Migrant,0,altricial,NA
Cuculus_saturatus,CUCULIFORMES,Cuculidae,1.58,81.05,0.285518302,Migrant,0.063341677,altricial,NA
Culicicapa_helianthea,PASSERIFORMES (PASSERIDA),Muscicapidae,0.31,7.51,-0.009055532,Resident,0,altricial,NA
Curaeus_curaeus,PASSERIFORMES (PASSERIDA),Icteridae,2.47,90,0.673572124,Migrant,0.195968402,altricial,NA
Cursorius_cursor,CHARADRIIFORMES,Glareolidae,1.44,138,-0.105710945,Migrant,NA,precocial,18.6
Cyanerpes_cyaneus,PASSERIFORMES (PASSERIDA),Thraupidae,0.55,14,0.215015694,Resident,0.131106431,altricial,26.5
Cyanocitta_cristata,PASSERIFORMES (CORVIDA),Corvidae,2.92,87,0.859949376,Migrant,0.155526942,altricial,36
Cyanocitta_stelleri,PASSERIFORMES (CORVIDA),Corvidae,3.54,128,0.835957511,Resident,0.147674271,altricial,32
Cyanocorax_affinis,PASSERIFORMES (CORVIDA),Corvidae,4.36,212,0.761350865,Resident,0.076257731,altricial,NA
Cyanocorax_morio,PASSERIFORMES (CORVIDA),Corvidae,4.8,204,0.879066384,Resident,0.179621017,altricial,42
Cyanoliseus_patagonus,PSITTACIFORMES,Psittacidae,8.23,278,1.244670115,Resident,0.169333175,altricial,80.5
Cyanopsitta_spixii,PSITTACIFORMES,Psittacidae,7.25,348,0.991941689,Resident,NA,altricial,NA
Cyanoramphus_auriceps,PSITTACIFORMES,Psittacidae,2.78,45.95,1.168801923,Resident,0.153910555,altricial,59
Cyanoramphus_novaezelandiae,PSITTACIFORMES,Psittacidae,2.25,59,0.817091915,Resident,0.153910555,altricial,NA
Cyanoramphus_unicolor,PSITTACIFORMES,Psittacidae,4.03,87.23,1.180651534,Resident,0.067507193,altricial,76
Cyclarhis_gujanensis,PASSERIFORMES (CORVIDA),Vireonidae,1.26,28.8,0.639453587,Resident,0.062991168,altricial,NA
Cyclopsitta_diophthalma,PSITTACIFORMES,Psittacidae,1.7,33,0.862628013,Resident,0.214732189,altricial,NA
Cyclopsitta_gulielmitertii,PSITTACIFORMES,Psittacidae,1.53,29.5,0.820142204,Resident,0.11258085,altricial,59.5
Cygnus_atratus,ANSERIFORMES,Anatidae,12.15,5650,-0.054780285,Resident,0,precocial,40.1
Cygnus_buccinator,ANSERIFORMES,Anatidae,20.29,11100,0.079320374,Migrant,0.11258085,precocial,35.1
Cygnus_columbianus,ANSERIFORMES,Anatidae,17.35,7285.9,0.158881313,Migrant,0.111584135,precocial,53.5
Cygnus_cygnus,ANSERIFORMES,Anatidae,19.5,9350,0.135821417,Migrant,0.084435638,precocial,79
Cymbilaimus_lineatus,PASSERIFORMES (SUBOSCINES),Thamnophilidae,1.22,35.8,0.485179372,Resident,0.035884884,altricial,NA
Cyornis_rubeculoides,PASSERIFORMES (PASSERIDA),Muscicapidae,0.55,14.2,0.207061036,Migrant,0,altricial,NA
Cyphorhinus_arada,PASSERIFORMES (PASSERIDA),Troglodytidae,0.91,20.9,0.493836447,Resident,0.023556822,altricial,NA
Cypsiurus_parvus,APODIFORMES,Apodidae,0.3,13.6,-0.374864073,Resident,0,altricial,51.5
Cyrtonyx_montezumae,GALLIFORMES,Odontophoridae,1.46,185.5,-0.257801155,Resident,0.153910555,precocial,25.6
Dacelo_gaudichaud,CORACIIFORMES,Alcedinidae,2.15,144.75,0.268333386,Resident,0.007989782,altricial,NA
Dacelo_leachii,CORACIIFORMES,Alcedinidae,4.23,309,0.519798861,Resident,0.023867344,altricial,61.5
Dacelo_novaeguineae,CORACIIFORMES,Alcedinidae,4.31,334.5,0.494066275,Resident,0.026002716,altricial,60.5
Dacnis_cayana,PASSERIFORMES (PASSERIDA),Thraupidae,0.55,13,0.256574999,Resident,0.115791775,altricial,NA
Daphoenositta_chrysoptera,PASSERIFORMES (CORVIDA),Neosittidae,0.61,11.7,0.419201221,Resident,0,altricial,33.5
Daption_capense,PROCELLARIIFORMES,Procellariidae,5.02,430,0.505715832,Migrant,0.013186659,precocial,93.25
Daptrius_ater,FALCONIFORMES,Falconidae,5.28,352,0.668457174,Resident,0.053716447,altricial,NA
Dasyornis_brachypterus,PASSERIFORMES (MELIPHAGIDA),Dasyornithidae,1.45,44,0.542232942,Resident,0.206203209,altricial,NA
Dasyornis_broadbenti,PASSERIFORMES (MELIPHAGIDA),Dasyornithidae,1.88,83.3,0.444009402,Resident,0.148094542,altricial,38
Delichon_urbicum,PASSERIFORMES (PASSERIDA),Hirundinidae,0.48,14.5,0.059204518,Migrant,0,altricial,41.2
Dendragapus_canadensis,GALLIFORMES,Phasianidae,2.44,520.84,-0.323196538,Resident,0.017834647,precocial,22.9
Dendragapus_obscurus,GALLIFORMES,Phasianidae,3.07,1058.5,-0.491212594,Resident,0.017834647,precocial,26.1
Dendrocincla_fuliginosa,PASSERIFORMES (SUBOSCINES),Dendrocolaptidae,1.06,38.7,0.300916221,Resident,0.003370399,altricial,NA
Dendrocolaptes_certhia,PASSERIFORMES (SUBOSCINES),Dendrocolaptidae,1.74,68.7,0.474687375,Resident,0,altricial,NA
Dendrocygna_arcuata,ANSERIFORMES,Anatidae,4.51,799,0.051128706,Resident,0,precocial,30
Dendrocygna_eytoni,ANSERIFORMES,Anatidae,4.56,790,0.06850685,Resident,0.11258085,precocial,89.5
Dendroica_caerulescens,PASSERIFORMES (PASSERIDA),Parulidae,0.43,10.15,0.149224787,Migrant,0.098964812,altricial,21.7
Dendroica_coronata,PASSERIFORMES (PASSERIDA),Parulidae,0.51,11.95,0.228296439,Migrant,0.012926873,altricial,24.5
Dendroica_petechia,PASSERIFORMES (PASSERIDA),Parulidae,0.52,11.07,0.290611076,Migrant,0.023556822,altricial,20.8
Dendroplex_picus,PASSERIFORMES (SUBOSCINES),Dendrocolaptidae,1.3,38.8,0.503564366,Resident,0.056608417,altricial,NA
Deroptyus_accipitrinus,PSITTACIFORMES,Psittacidae,7.74,246,1.251865047,Resident,0.135863802,altricial,91
Dicaeum_aeruginosum,PASSERIFORMES (PASSERIDA),Dicaeidae,0.5,11.83,0.214153681,Resident,0.070585807,altricial,NA
Dicaeum_hirundinaceum,PASSERIFORMES (PASSERIDA),Dicaeidae,0.37,9.05,0.063270671,Resident,0.117637979,altricial,26.5
Dicrurus_bracteatus,PASSERIFORMES (CORVIDA),Dicruridae,1.8,82.75,0.40423929,Resident,0.095823922,altricial,40
Dicrurus_hottentottus,PASSERIFORMES (CORVIDA),Dicruridae,1.96,66.34,0.613349942,Migrant,0.119013643,altricial,NA
Dinopium_javanense,PICIFORMES,Picidae,2.67,72.85,0.869988298,Resident,0,altricial,NA
Diomedea_exulans,PROCELLARIIFORMES,Diomedeidae,28.25,7046.67,0.665104825,Migrant,0.014161996,precocial,356.75
Diopsittaca_nobilis,PSITTACIFORMES,Psittacidae,5.84,151,1.243890614,Resident,0.135863802,altricial,84
Diuca_diuca,PASSERIFORMES (PASSERIDA),Emberizidae,1.28,31,0.61392088,Migrant,NA,altricial,NA
Dives_dives,PASSERIFORMES (PASSERIDA),Icteridae,2.2,91.7,0.54731736,Resident,0.205976211,altricial,NA
Dolichonyx_oryzivorus,PASSERIFORMES (PASSERIDA),Icteridae,1.07,31.55,0.424857112,Migrant,0.14278378,altricial,23.95
Donacobius_atricapilla,PASSERIFORMES (PASSERIDA),Mimidae,1.15,36.8,0.410640609,Resident,0,altricial,34.5
Dromaius_novaehollandiae,CASUARIIFORMES,Dromaiidae,28.88,34200,-0.198709022,Migrant,0.153910555,precocial,55
Drymodes_brunneopygia,PASSERIFORMES (PASSERIDA),Petroicidae,0.95,33.15,0.27816318,Resident,0.057821531,altricial,NA
Dryocopus_pileatus,PICIFORMES,Picidae,6.8,295,1.02052121,Resident,0.073084121,altricial,44.9
Dryoscopus_cubla,PASSERIFORMES (CORVIDA),Malaconotidae,1.13,26.25,0.582550372,Resident,0.074636729,altricial,30
Ducula_aenea,COLUMBIFORMES,Columbidae,3.06,545,-0.122207688,Resident,0,altricial,NA
Ducula_badia,COLUMBIFORMES,Columbidae,3.05,486,-0.061226826,Resident,0,altricial,NA
Ducula_bicolor,COLUMBIFORMES,Columbidae,3.05,457.55,-0.027398355,Resident,0,altricial,50
Ducula_goliath,COLUMBIFORMES,Columbidae,3.38,658,-0.128411213,Resident,0,altricial,NA
Ducula_luctuosa,COLUMBIFORMES,Columbidae,3.1,410,0.050397534,Resident,0,altricial,NA
Ducula_melanochroa,COLUMBIFORMES,Columbidae,3.8,745,-0.080924853,Resident,0,altricial,NA
Ducula_pacifica,COLUMBIFORMES,Columbidae,2.45,401,-0.17246932,Resident,0,altricial,NA
Ducula_perspicillata,COLUMBIFORMES,Columbidae,3.4,667,-0.130129942,Resident,NA,altricial,NA
Ducula_pinon,COLUMBIFORMES,Columbidae,3.78,792.5,-0.120863626,Resident,0,altricial,NA
Ducula_radiata,COLUMBIFORMES,Columbidae,2.05,295,-0.178561609,Resident,0,altricial,NA
Dulus_dominicus,PASSERIFORMES (PASSERIDA),Dulidae,1.27,48.4,0.356236911,Resident,0,altricial,NA
Dumetella_carolinensis,PASSERIFORMES (PASSERIDA),Mimidae,1.14,37.8,0.386871337,Migrant,0.065921931,altricial,24.65
Dysithamnus_mentalis,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.7,15.1,0.413760744,Resident,0.023556822,altricial,24
Eclectus_roratus,PSITTACIFORMES,Psittacidae,7.36,561,0.739210692,Resident,0.135863802,altricial,110.5
Egretta_novaehollandiae,PELECANIFORMES,Ardeidae,3.91,560,0.107688658,Migrant,0.026896536,altricial,50
Elaenia_frantzii,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.61,19.4,0.13561655,Resident,0.071259387,altricial,30.5
Elaenia_martinica,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.65,18.57,0.22365106,Resident,0.071259387,altricial,NA
Elanus_axillaris,ACCIPITRIFORMES,Accipitridae,3.37,271,0.366098377,Resident,0.002444749,altricial,54
Elseyornis_melanops,CHARADRIIFORMES,Charadriidae,0.84,30,0.21109575,Resident,NA,precocial,25.1
Emberiza_hortulana,PASSERIFORMES (PASSERIDA),Emberizidae,0.7,19.9,0.258967591,Migrant,0.17491013,altricial,24.5
Emberiza_spodocephala,PASSERIFORMES (PASSERIDA),Emberizidae,0.93,16.7,0.641385203,Migrant,0.17491013,altricial,NA
Empidonax_minimus,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.37,10.48,-0.019000005,Migrant,0.023556822,altricial,28.75
Empidonax_virescens,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.43,12.9,0.014772406,Migrant,0.023556822,altricial,27.5
Enicognathus_ferrugineus,PSITTACIFORMES,Psittacidae,5.32,160,1.118166525,Resident,0.111883068,altricial,NA
Enicognathus_leptorhynchus,PSITTACIFORMES,Psittacidae,7.6,193,1.369683415,Resident,NA,altricial,NA
Enicurus_scouleri,PASSERIFORMES (PASSERIDA),Muscicapidae,0.76,15.83,0.469522563,Resident,0.021084016,altricial,NA
Entomyzon_cyanotis,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,2.23,105.6,0.481713369,Resident,0.123721494,altricial,40
Eopsaltria_australis,PASSERIFORMES (PASSERIDA),Petroicidae,0.86,20.25,0.455042167,Resident,0,altricial,28.7
Eopsaltria_georgiana,PASSERIFORMES (PASSERIDA),Petroicidae,0.75,19.77,0.331635959,Resident,0,altricial,27
Eopsaltria_griseogularis,PASSERIFORMES (PASSERIDA),Petroicidae,0.83,21.83,0.377402815,Resident,0.17491013,altricial,NA
Eopsaltria_pulverulenta,PASSERIFORMES (PASSERIDA),Petroicidae,0.83,19.3,0.44648146,Resident,0,altricial,NA
Eos_bornea,PSITTACIFORMES,Psittacidae,4.78,120,1.172464144,Resident,0.063779149,altricial,80
Eos_cyanogenia,PSITTACIFORMES,Psittacidae,4.85,167,1.00165873,Resident,0,altricial,107
Eos_squamata,PSITTACIFORMES,Psittacidae,3.83,100,1.053133234,Resident,0.05876176,altricial,107
Epinecrophylla_fulviventris,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.48,10.22,0.255371412,Resident,0,altricial,NA
Epthianura_albifrons,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.53,13.3,0.206739393,Resident,0.098964812,altricial,26
Epthianura_aurifrons,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.43,10.5,0.130213,Resident,0.063779149,altricial,22.5
Epthianura_tricolor,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.44,10.7,0.142621186,Migrant,0.117637979,altricial,25.4
Eremophila_alpestris,PASSERIFORMES (PASSERIDA),Alaudidae,0.89,31.2,0.246920581,Migrant,0.097602568,altricial,24.5
Erithacus_rubecula,PASSERIFORMES (PASSERIDA),Muscicapidae,0.64,17.7,0.235055303,Migrant,0.156872583,altricial,27.1
Erythrogonys_cinctus,CHARADRIIFORMES,Charadriidae,1.05,50,0.147771364,Resident,0.17491013,precocial,NA
Erythropygia_coryphaeus,PASSERIFORMES (PASSERIDA),Muscicapidae,0.72,23.05,0.204732014,Resident,0.184667863,altricial,26.5
Erythrura_gouldiae,PASSERIFORMES (PASSERIDA),Estrildidae,0.53,10,0.366666029,Resident,0.131182598,altricial,34.25
Erythrura_trichroa,PASSERIFORMES (PASSERIDA),Estrildidae,0.58,14.4,0.252327461,Resident,0.097602568,altricial,34
Esacus_giganteus,CHARADRIIFORMES,Burhinidae,5.35,1005,0.093292137,Resident,0,precocial,NA
Estrilda_caerulescens,PASSERIFORMES (PASSERIDA),Estrildidae,0.41,8.4,0.207722513,Resident,0.214732189,altricial,33
Estrilda_melpoda,PASSERIFORMES (PASSERIDA),Estrildidae,0.38,7.6,0.187862807,Resident,0.17491013,altricial,32.5
Eubucco_bourcierii,PICIFORMES,Ramphastidae,1.03,37,0.297397927,Resident,NA,altricial,NA
Eudocimus_albus,PELECANIFORMES,Threskiornithidae,6.36,900,0.32810648,Migrant,NA,precocial,48.25
Eudromia_elegans,TINAMIFORMES,Tinamidae,2.49,703.5,-0.47150055,Resident,NA,precocial,NA
Eudynamys_scolopaceus,CUCULIFORMES,Cuculidae,2.46,196,0.233046567,Migrant,0.101598035,altricial,37.75
Eudynamys_taitensis,CUCULIFORMES,Cuculidae,2,117,0.315368853,Migrant,0.007989782,altricial,45
Eudyptes_chrysocome,SPHENISCIFORMES,Spheniscidae,12.42,2330,0.463942799,Migrant,0.014161996,altricial,104
Eudyptes_schlegeli,SPHENISCIFORMES,Spheniscidae,18.5,4250,0.525339829,Migrant,0.012588441,altricial,97
Eudyptula_minor,SPHENISCIFORMES,Spheniscidae,7.36,1120.5,0.351248149,Migrant,0.012588441,altricial,95
Eulampis_holosericeus,APODIFORMES,Trochilidae,0.24,5.65,-0.105398198,Resident,0.122978767,altricial,39
Eulampis_jugularis,APODIFORMES,Trochilidae,0.32,8.82,-0.067474882,Resident,0.122978767,altricial,36.5
Euneornis_campestris,PASSERIFORMES (PASSERIDA),Emberizidae,0.7,16.15,0.376061197,Resident,0.023288363,altricial,NA
Eunymphicus_uvaeensis,PSITTACIFORMES,Psittacidae,3.33,130,0.766108433,Resident,0.135863802,altricial,64.5
Euphagus_carolinus,PASSERIFORMES (PASSERIDA),Icteridae,1.51,55.73,0.450247173,Migrant,0.063798943,altricial,26.25
Euphagus_cyanocephalus,PASSERIFORMES (PASSERIDA),Icteridae,1.44,62.65,0.337142459,Migrant,0.164601049,altricial,26.25
Euphonia_jamaica,PASSERIFORMES (PASSERIDA),Thraupidae,0.65,16.1,0.303692122,Resident,0,altricial,NA
Euplectes_orix,PASSERIFORMES (PASSERIDA),Ploceidae,0.76,23.1,0.25758408,Resident,0.192478918,altricial,33
Eurocephalus_anguitimens,PASSERIFORMES (CORVIDA),Laniidae,1.73,69.05,0.466073894,Resident,0.063341677,altricial,NA
Eurostopodus_argus,CAPRIMULGIFORMES,Caprimulgidae,1.24,93.4,-0.036329827,Resident,0,precocial,61
Eurostopodus_macrotis,CAPRIMULGIFORMES,Caprimulgidae,1.46,141,-0.103978174,Resident,0,precocial,NA
Eurostopodus_mystacalis,CAPRIMULGIFORMES,Caprimulgidae,1.33,139,-0.189224188,Migrant,0,precocial,57
Eurypyga_helias,EURYPYGIFORMES,Eurypygidae,2.48,210,0.20245299,Resident,0.028608359,precocial,50.5
Eurystomus_orientalis,CORACIIFORMES,Coraciidae,1.98,143.67,0.190162238,Migrant,0.003370399,altricial,45
Falco_berigora,FALCONIFORMES,Falconidae,6.24,593.5,0.542549095,Resident,0.010537626,altricial,71.5
Falco_cenchroides,FALCONIFORMES,Falconidae,3.14,168.75,0.561056818,Migrant,0.007817787,altricial,56.75
Falco_columbarius,FALCONIFORMES,Falconidae,3.09,157.39,0.584087699,Migrant,0.002022005,altricial,59.5
Falco_eleonorae,FALCONIFORMES,Falconidae,4.04,385,0.350521809,Migrant,0.002847657,altricial,66.5
Falco_longipennis,FALCONIFORMES,Falconidae,3.35,253,0.398688974,Migrant,0.002847657,altricial,68
Falco_mexicanus,FALCONIFORMES,Falconidae,6.86,734,0.518123439,Migrant,0.005096072,altricial,69.25
Falco_moluccensis,FALCONIFORMES,Falconidae,3.49,162,0.689628484,Resident,0.007989782,altricial,NA
Falco_naumanni,FALCONIFORMES,Falconidae,2.71,152.5,0.470565138,Migrant,0.00376014,altricial,55.5
Falco_peregrinus,FALCONIFORMES,Falconidae,6.19,743.07,0.408463847,Migrant,0.010412888,altricial,68.75
Falco_rufigularis,FALCONIFORMES,Falconidae,3.18,168,0.576213188,Resident,NA,altricial,NA
Falco_rusticolus,FALCONIFORMES,Falconidae,9.43,1461,0.450279805,Migrant,0,altricial,82.5
Falco_sparverius,FALCONIFORMES,Falconidae,2.49,91.98,0.669432971,Migrant,0.007989782,altricial,58
Falco_subbuteo,FALCONIFORMES,Falconidae,3.59,209.5,0.573683448,Migrant,0.004203233,altricial,60.5
Falco_subniger,FALCONIFORMES,Falconidae,6.5,715.17,0.478792509,Resident,0.004108303,altricial,77
Falco_tinnunculus,FALCONIFORMES,Falconidae,3.87,184,0.721570072,Migrant,0.002444749,altricial,57.5
Falco_vespertinus,FALCONIFORMES,Falconidae,2.7,152.5,0.466868276,Migrant,0.00775503,altricial,52
Falcunculus_frontatus,PASSERIFORMES (CORVIDA),Falcunculidae,1.24,28.05,0.63825078,Resident,0.071259387,altricial,34.25
Ficedula_albicollis,PASSERIFORMES (PASSERIDA),Muscicapidae,0.45,12.7,0.068997365,Migrant,0.073084121,altricial,28.7
Florisuga_mellivora,APODIFORMES,Trochilidae,0.26,7,-0.145508184,Resident,NA,altricial,NA
Formicarius_analis,PASSERIFORMES (SUBOSCINES),Formicariidae,1.3,62.2,0.238906195,Resident,0.027090525,altricial,37.75
Formicarius_colma,PASSERIFORMES (SUBOSCINES),Formicariidae,1.08,45.25,0.231920885,Resident,0,altricial,NA
Formicivora_grisea,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.45,10.4,0.181041865,Resident,0,altricial,NA
Forpus_coelestis,PSITTACIFORMES,Psittacidae,1.34,26.2,0.754071551,Resident,0.169333175,altricial,47
Forpus_conspicillatus,PSITTACIFORMES,Psittacidae,1.2,26,0.648020787,Resident,NA,altricial,NA
Forpus_cyanopygius,PSITTACIFORMES,Psittacidae,1.28,33.5,0.570426689,Resident,NA,altricial,NA
Forpus_passerinus,PSITTACIFORMES,Psittacidae,1.1,23,0.629764055,Resident,0.078969994,altricial,50.25
Foudia_madagascariensis,PASSERIFORMES (PASSERIDA),Ploceidae,0.75,16.63,0.428629397,Resident,0.243199757,altricial,31.5
Foulehaio_carunculatus,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.98,31,0.346858095,Resident,0.119018192,altricial,NA
Francolinus_leucoscepus,GALLIFORMES,Phasianidae,3.2,649,-0.175412738,Resident,NA,precocial,19.1
Francolinus_sephaena,GALLIFORMES,Phasianidae,2.25,344.25,-0.172053729,Resident,0.153910555,precocial,19.1
Fratercula_arctica,CHARADRIIFORMES,Alcidae,4.05,483.5,0.225240653,Migrant,0.00256907,precocial,89.6
Fratercula_cirrhata,CHARADRIIFORMES,Alcidae,5.91,775,0.338580431,Migrant,0.014161996,precocial,80
Fratercula_corniculata,CHARADRIIFORMES,Alcidae,5.19,536.5,0.414926344,Migrant,0.012588441,precocial,80
Fregata_minor,SULIFORMES,Fregatidae,9.23,1296,0.496047487,Migrant,0.023474734,altricial,224.5
