SCIENTIFIC_NAME,Order,Family,brain_size_mm3,body_mass_g,brain_residual,migration_status,diet_breadth,development_mode,development_time_days
Fregetta_grallaria,PROCELLARIIFORMES,Hydrobatidae,0.9,45.96,0.040868448,Migrant,0.014161996,precocial,108.5
Fringilla_coelebs,PASSERIFORMES (PASSERIDA),Fringillidae,0.81,23.78,0.305029985,Migrant,0.140133071,altricial,26.1
Fulica_americana,GRUIFORMES,Rallidae,2.93,642,-0.257479643,Migrant,0.125507024,precocial,75.5
Fulica_atra,GRUIFORMES,Rallidae,2.85,531,-0.178709634,Migrant,0.160496235,precocial,53
Fulmarus_glacialis,PROCELLARIIFORMES,Procellariidae,6.33,613,0.538739957,Migrant,0.014267433,precocial,102.5
Fulmarus_glacialoides,PROCELLARIIFORMES,Procellariidae,7.46,790.75,0.560207494,Migrant,0.014161996,precocial,98.25
Furnarius_rufus,PASSERIFORMES (SUBOSCINES),Furnariidae,1.33,39.9,0.510701444,Resident,0.057821531,altricial,41
Galbula_albirostris,PICIFORMES,Galbulidae,0.61,19.66,0.128150672,Resident,0,altricial,NA
Galerida_cristata,PASSERIFORMES (PASSERIDA),Alaudidae,1.17,42,0.35376128,Resident,0.167913725,altricial,24.25
Gallicolumba_beccarii,COLUMBIFORMES,Columbidae,1.05,94,-0.206242051,Resident,0.184667863,altricial,NA
Gallicolumba_crinigera,COLUMBIFORMES,Columbidae,1.45,162.5,-0.190437876,Resident,0.184667863,altricial,NA
Gallicolumba_jobiensis,COLUMBIFORMES,Columbidae,1.03,142,-0.456819032,Resident,0.184667863,altricial,NA
Gallicolumba_luzonica,COLUMBIFORMES,Columbidae,1.37,184,-0.316873695,Resident,0.184667863,altricial,42
Gallicrex_cinerea,GRUIFORMES,Rallidae,2.56,403,-0.131340112,Migrant,NA,precocial,NA
Gallinago_gallinago,CHARADRIIFORMES,Scolopacidae,1.41,113.5,-0.017156694,Migrant,0.069429823,precocial,28.8
Gallinago_hardwickii,CHARADRIIFORMES,Scolopacidae,1.99,151.5,0.16544059,Migrant,0.17491013,precocial,NA
Gallinago_media,CHARADRIIFORMES,Scolopacidae,1.8,170.5,-0.00116501,Migrant,NA,precocial,47.5
Gallinago_nobilis,CHARADRIIFORMES,Scolopacidae,2.09,192.5,0.080153953,Resident,NA,precocial,NA
Gallinago_stenura,CHARADRIIFORMES,Scolopacidae,1.5,113,0.047194625,Migrant,NA,precocial,NA
Gallinago_undulata,CHARADRIIFORMES,Scolopacidae,2.89,285,0.18419474,Resident,NA,precocial,NA
Gallinula_chloropus,GRUIFORMES,Rallidae,2.4,351,-0.118404754,Migrant,0.151998429,precocial,65.75
Gallinula_melanops,GRUIFORMES,Rallidae,1.52,154,-0.113162217,Resident,NA,precocial,NA
Gallinula_tenebrosa,GRUIFORMES,Rallidae,2.71,531.5,-0.2296078,Resident,0.151998429,precocial,26
Gallinula_ventralis,GRUIFORMES,Rallidae,2.77,387,-0.029781238,Resident,0.156120058,precocial,21
Gallirallus_australis,GRUIFORMES,Rallidae,5.11,899.33,0.109695143,Resident,0.143494857,precocial,27.75
Gallirallus_owstoni,GRUIFORMES,Rallidae,2.15,214.08,0.048871336,Resident,0.028608359,precocial,20
Gallirallus_philippensis,GRUIFORMES,Rallidae,1.97,218.75,-0.050664756,Resident,0.130209207,precocial,20
Gallirallus_sylvestris,GRUIFORMES,Rallidae,2.9,496,-0.12307954,Resident,0.074055612,precocial,23.5
Garrulax_elliotii,PASSERIFORMES (PASSERIDA),Timaliidae,1.76,56,0.600740964,Resident,NA,altricial,NA
Gavia_immer,GAVIIFORMES,Gaviidae,10.1,3093.78,0.098170821,Migrant,0.174723907,precocial,64.8
Gavia_stellata,GAVIIFORMES,Gaviidae,5.54,1758.5,-0.18555937,Migrant,0.032458089,precocial,48.55
Geococcyx_californianus,CUCULIFORMES,Cuculidae,3.49,302.7,0.339050434,Resident,0.062815814,altricial,38.5
Geoffroyus_geoffroyi,PSITTACIFORMES,Psittacidae,4.26,164,0.882114914,Resident,0.135863802,altricial,NA
Geopelia_cuneata,COLUMBIFORMES,Columbidae,0.593,31.6,-0.166250452,Resident,0.081630249,altricial,25
Geopelia_humeralis,COLUMBIFORMES,Columbidae,1.26,128.5,-0.19924383,Resident,0.03721681,altricial,33.5
Geopelia_placida,COLUMBIFORMES,Columbidae,0.79,47.8,-0.111506881,Resident,0.057821531,altricial,29.5
Geopelia_striata,COLUMBIFORMES,Columbidae,0.79,46.97,-0.101683711,Resident,0.057821531,altricial,NA
Geophaps_plumifera,COLUMBIFORMES,Columbidae,1.18,94.55,-0.092789456,Resident,0.057821531,altricial,24.3
Geophaps_smithii,COLUMBIFORMES,Columbidae,1.39,194,-0.332059252,Migrant,0,altricial,29
Geositta_cunicularia,PASSERIFORMES (SUBOSCINES),Furnariidae,0.97,30,0.35498993,Resident,0.17491013,altricial,NA
Geothlypis_trichas,PASSERIFORMES (PASSERIDA),Parulidae,0.52,9.43,0.38053027,Migrant,0,altricial,22.5
Geotrygon_chrysia,COLUMBIFORMES,Columbidae,1.31,160.5,-0.285029389,Resident,0.184667863,altricial,NA
Geotrygon_costaricensis,COLUMBIFORMES,Columbidae,1.9,215,-0.077147445,Resident,0.184667863,altricial,NA
Geotrygon_lawrencii,COLUMBIFORMES,Columbidae,1.8,220,-0.14410705,Resident,NA,altricial,NA
Geotrygon_montana,COLUMBIFORMES,Columbidae,1.14,140,-0.347394914,Resident,0.184667863,altricial,20.75
Geotrygon_violacea,COLUMBIFORMES,Columbidae,1.05,220,-0.683103551,Resident,NA,altricial,NA
Geranospiza_caerulescens,ACCIPITRIFORMES,Accipitridae,5.6,303.5,0.810435139,Resident,NA,altricial,NA
Gerygone_chloronota,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.36,6.6,0.212911615,Resident,0,altricial,NA
Gerygone_flavolateralis,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.34,6.4,0.173009763,Resident,0,altricial,NA
Gerygone_fusca,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.34,8,0.047872201,Resident,0,altricial,22.5
Gerygone_hypoxantha,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.415,6.5,0.363648011,Resident,0,altricial,NA
Gerygone_magnirostris,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.415,6.8,0.338344742,Resident,0,altricial,NA
Glareola_nuchalis,CHARADRIIFORMES,Glareolidae,0.85,47.5,-0.034772758,Resident,NA,precocial,20.1
Glaucidium_brasilianum,STRIGIFORMES,Strigidae,2.51,74.33,0.79691383,Resident,NA,altricial,55
Glaucidium_gnoma,STRIGIFORMES,Strigidae,3.6,47,1.4146144,Resident,0.00775503,altricial,56
Glaucidium_passerinum,STRIGIFORMES,Strigidae,2.59,58.5,0.962592318,Resident,NA,altricial,59.75
Glaucis_hirsutus,APODIFORMES,Trochilidae,0.25,7.2,-0.200526955,Resident,0.040654138,altricial,39.75
Glossopsitta_concinna,PSITTACIFORMES,Psittacidae,2.87,70.75,0.958625077,Resident,0.079819524,altricial,70.5
Glossopsitta_porphyrocephala,PSITTACIFORMES,Psittacidae,1.89,44.7,0.798394717,Resident,0.030781217,altricial,55
Glossopsitta_pusilla,PSITTACIFORMES,Psittacidae,1.59,39.4,0.696328415,Resident,0.05876176,altricial,60
Glyphorynchus_spirurus,PASSERIFORMES (SUBOSCINES),Dendrocolaptidae,0.62,14.75,0.305551437,Resident,0.021084016,altricial,NA
Gnorimopsar_chopi,PASSERIFORMES (PASSERIDA),Icteridae,1.8,65.9,0.531923989,Resident,0.19625286,altricial,31.5
Goura_scheepmakeri,COLUMBIFORMES,Columbidae,5.75,2236.5,-0.283197475,Resident,0.180633949,altricial,NA
Goura_victoria,COLUMBIFORMES,Columbidae,5.43,2954,-0.496498023,Resident,0.169333175,altricial,58
Gracula_religiosa,PASSERIFORMES (PASSERIDA),Sturnidae,3.68,192,0.647361142,Resident,0.099978412,altricial,41.5
Grallaria_quitensis,PASSERIFORMES (SUBOSCINES),Formicariidae,2.05,65.7,0.66368166,Resident,0.176853046,altricial,NA
Grallina_bruijni,PASSERIFORMES (CORVIDA),Monarchidae,1,33.5,0.323566611,Resident,0.010195456,altricial,NA
Grallina_cyanoleuca,PASSERIFORMES (CORVIDA),Monarchidae,1.68,82.78,0.335043146,Resident,0.049892342,altricial,37.5
Grantiella_picta,PASSERIFORMES (MELIPHAGIDA),Meliphagidae,0.7,23,0.177778931,Resident,0.117637979,altricial,NA
Graydidascalus_brachyurus,PSITTACIFORMES,Psittacidae,5.3,159,1.117916004,Resident,NA,altricial,NA
Grus_antigone,GRUIFORMES,Gruidae,20.06,5958.5,0.41680471,Migrant,0.156677851,precocial,124.4
Grus_canadensis,GRUIFORMES,Gruidae,14.82,3901.04,0.351593189,Migrant,0.154961797,precocial,64.65
Grus_rubicunda,GRUIFORMES,Gruidae,17.69,6250.5,0.264246544,Resident,0.137044179,precocial,79.25
Grus_virgo,GRUIFORMES,Gruidae,10.23,2417,0.249401249,Migrant,0.152377951,precocial,59
Guaruba_guarouba,PSITTACIFORMES,Psittacidae,7.48,194.3,1.350003256,Resident,0.023779529,altricial,79
Guira_guira,CUCULIFORMES,Cuculidae,1.92,141,0.169910577,Resident,0.007989782,altricial,27.5
Guttera_pucherani,GALLIFORMES,Numididae,4.9,1315,-0.14533819,Resident,0.153910555,precocial,23.1
Gygis_alba,CHARADRIIFORMES,Laridae,1.93,109.9,0.314849102,Migrant,0.014161996,precocial,81
Gymnobucco_calvus,PICIFORMES,Ramphastidae,1.25,54.55,0.273282564,Resident,NA,altricial,NA
Gymnocichla_nudiceps,PASSERIFORMES (SUBOSCINES),Thamnophilidae,1.06,32.75,0.394533284,Resident,0.003370399,altricial,NA
Gymnoderus_foetidus,PASSERIFORMES (SUBOSCINES),Cotingidae,3.53,282.5,0.389177057,Resident,0.023556822,altricial,NA
Gymnogyps_californianus,ACCIPITRIFORMES,Cathartidae,27.25,8450,0.527218377,Resident,NA,altricial,276.25
Gymnophaps_albertisii,COLUMBIFORMES,Columbidae,2.1,259,-0.081478238,Resident,0,altricial,NA
Gymnopithys_leucaspis,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.76,23.8,0.240842717,Resident,0.003370399,altricial,NA
Gymnorhina_tibicen,PASSERIFORMES (CORVIDA),Cracticidae,4.65,286.5,0.65686165,Resident,0.00756132,altricial,48.5
Gymnorhinus_cyanocephalus,PASSERIFORMES (CORVIDA),Corvidae,3.51,105,0.938523237,Resident,0.111883068,altricial,37
Gypaetus_barbatus,ACCIPITRIFORMES,Accipitridae,22.25,5800,0.535538421,Resident,0,altricial,162.5
Gypohierax_angolensis,ACCIPITRIFORMES,Accipitridae,10.13,1500,0.507111484,Resident,NA,altricial,133.25
Gyps_africanus,ACCIPITRIFORMES,Accipitridae,18.25,5500,0.367145163,Resident,NA,altricial,182
Habia_fuscicauda,PASSERIFORMES (PASSERIDA),Cardinalidae,1.34,39.7,0.521010182,Resident,0.071259387,altricial,22
Haematopus_ater,CHARADRIIFORMES,Haematopodidae,5.15,825.67,0.165415027,Resident,0,precocial,NA
Haematopus_bachmani,CHARADRIIFORMES,Haematopodidae,4.52,555,0.257692854,Resident,0.00256907,precocial,41.75
Haematopus_leucopodus,CHARADRIIFORMES,Haematopodidae,4.55,618,0.204011331,Migrant,0,precocial,NA
Haematopus_longirostris,CHARADRIIFORMES,Haematopodidae,4.25,614,0.139444614,Resident,0.014161996,precocial,NA
Haematopus_ostralegus,CHARADRIIFORMES,Haematopodidae,4.52,514.5,0.300185649,Migrant,0.004681652,precocial,55.5
Halcyon_leucocephala,CORACIIFORMES,Alcedinidae,1.08,41.8,0.276395398,Resident,0.012843109,altricial,43
Halcyon_senegalensis,CORACIIFORMES,Alcedinidae,1.45,74.5,0.246913507,Resident,0.019627918,altricial,36.5
Halcyon_smyrnensis,CORACIIFORMES,Alcedinidae,1.84,91.4,0.370463237,Resident,0.023867344,altricial,45.5
Haliaeetus_albicilla,ACCIPITRIFORMES,Accipitridae,16.5,4793,0.34350099,Migrant,NA,altricial,112.5
Haliaeetus_leucocephalus,ACCIPITRIFORMES,Accipitridae,18.04,4374.19,0.484008412,Migrant,0.022463678,altricial,110.25
Haliaeetus_leucogaster,ACCIPITRIFORMES,Accipitridae,12.63,2865,0.364793496,Resident,0.022766785,altricial,105
Haliaeetus_vocifer,ACCIPITRIFORMES,Accipitridae,12.19,2743.13,0.353711514,Migrant,0.02767388,altricial,114
Haliastur_indus,ACCIPITRIFORMES,Accipitridae,6.1,529,0.584376349,Resident,0.019154579,altricial,81.75
Haliastur_sphenurus,ACCIPITRIFORMES,Accipitridae,6.61,920.2,0.35421422,Resident,0.007760116,altricial,80.5
Halobaena_caerulea,PROCELLARIIFORMES,Procellariidae,2.77,173.38,0.420502111,Migrant,0.012588441,precocial,100
Halocyptena_microsoma,PROCELLARIIFORMES,Hydrobatidae,0.51,19.72,-0.05260643,Migrant,0,precocial,NA
Hamirostra_melanosternon,ACCIPITRIFORMES,Accipitridae,10.35,1196,0.655606683,Resident,NA,altricial,NA
Harpactes_ardens,TROGONIFORMES,Trogonidae,1.77,96.3,0.302390957,Resident,0,altricial,NA
Harpactes_erythrocephalus,TROGONIFORMES,Trogonidae,1.92,92.5,0.40631398,Resident,0.07346415,altricial,31.4
Harpagus_bidentatus,ACCIPITRIFORMES,Accipitridae,3.83,218.5,0.614807778,Resident,0.007989782,altricial,NA
Harpia_harpyja,ACCIPITRIFORMES,Accipitridae,18.75,6550,0.296193617,Resident,0.004385685,altricial,199.5
Helmitheros_vermivorum,PASSERIFORMES (PASSERIDA),Parulidae,0.59,14.2,0.277265295,Migrant,0,altricial,22.7
Hemiphaga_novaeseelandiae,COLUMBIFORMES,Columbidae,2.97,653,-0.253447345,Resident,0,altricial,70
Hemiprocne_mystacea,APODIFORMES,Hemiprocnidae,1.1,70.1,0.004799211,Resident,0,altricial,NA
Hemithraupis_guira,PASSERIFORMES (PASSERIDA),Thraupidae,0.57,12,0.337180551,Resident,0.184667863,altricial,NA
Hemitriccus_margaritaceiventer,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.45,7.73,0.347427726,Resident,0,altricial,NA
Henicophaps_albifrons,COLUMBIFORMES,Columbidae,2.1,260,-0.083639296,Resident,0.071259387,altricial,NA
Henicorhina_leucosticta,PASSERIFORMES (PASSERIDA),Troglodytidae,0.78,14.2,0.556436677,Resident,0,altricial,35.5
Herpetotheres_cachinnans,FALCONIFORMES,Falconidae,6.55,625,0.562032818,Resident,0.01400558,altricial,105
Heteromyias_albispecularis,PASSERIFORMES (PASSERIDA),Petroicidae,1.05,38.5,0.294343152,Resident,0,altricial,NA
Heterophasia_melanoleuca,PASSERIFORMES (PASSERIDA),Timaliidae,1.16,32.6,0.487258803,Resident,NA,altricial,NA
Heteroscelus_brevipes,CHARADRIIFORMES,Scolopacidae,1.34,107,-0.035004519,Migrant,0.004681652,precocial,43.5
Heteroscelus_incanus,CHARADRIIFORMES,Scolopacidae,1.29,108.5,-0.080838917,Migrant,NA,precocial,24.1
Hieraaetus_morphnoides,ACCIPITRIFORMES,Accipitridae,7.81,791,0.605879773,Resident,0.008983938,altricial,97
Himantopus_himantopus,CHARADRIIFORMES,Recurvirostridae,1.9,177.25,0.031120988,Migrant,NA,precocial,53.5
Himantopus_mexicanus,CHARADRIIFORMES,Recurvirostridae,1.9,186,0.004106755,Migrant,NA,precocial,NA
Himatione_sanguinea,PASSERIFORMES (PASSERIDA),Fringillidae,0.67,14.4,0.39657707,Resident,0.122978767,altricial,29
Hippolais_icterina,PASSERIFORMES (PASSERIDA),Sylviidae,0.47,14.6,0.03429684,Migrant,0.063341677,altricial,28.2
Hirundapus_caudacutus,APODIFORMES,Apodidae,1.29,95.5,-0.009268187,Migrant,0,altricial,81
Hirundo_ariel,PASSERIFORMES (PASSERIDA),Hirundinidae,0.36,10.85,-0.065856512,Resident,0,altricial,35.8
Hirundo_neoxena,PASSERIFORMES (PASSERIDA),Hirundinidae,0.48,13.3,0.107648491,Migrant,0,altricial,36.1
Hirundo_nigricans,PASSERIFORMES (PASSERIDA),Hirundinidae,0.52,15.4,0.105476852,Migrant,0,altricial,NA
Hirundo_rustica,PASSERIFORMES (PASSERIDA),Hirundinidae,0.55,19.3,0.034974038,Migrant,0.023556822,altricial,35.4
Histrionicus_histrionicus,ANSERIFORMES,Anatidae,4.86,573.65,0.311684305,Resident,0.004681652,precocial,48.05
Hydrophasianus_chirurgus,CHARADRIIFORMES,Jacanidae,1.4,163.5,-0.228969661,Migrant,NA,precocial,24.6
Hylacola_cauta,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,0.805,14.4,0.580141635,Resident,0.17491013,altricial,NA
Hylacola_pyrrhopygia,PASSERIFORMES (MELIPHAGIDA),Acanthizidae,1.03,19.9,0.645201337,Resident,0.17491013,altricial,33
Hylocichla_mustelina,PASSERIFORMES (PASSERIDA),Turdidae,1.25,50.15,0.320444888,Migrant,0.071259387,altricial,25.615
Hylophylax_naevius,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.59,14.2,0.277265295,Resident,0,altricial,NA
Hymenops_perspicillatus,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.76,23.13,0.256856248,Migrant,0,altricial,29.5
Hypocnemis_cantator,PASSERIFORMES (SUBOSCINES),Thamnophilidae,0.63,12.3,0.423416541,Resident,0,altricial,NA
Hypothymis_azurea,PASSERIFORMES (CORVIDA),Monarchidae,0.52,12.95,0.202646591,Resident,0,altricial,22
Ibidorhyncha_struthersii,CHARADRIIFORMES,Ibidorhynchidae,2.3,294,-0.061588054,Resident,NA,precocial,NA
Ichthyophaga_humilis,ACCIPITRIFORMES,Accipitridae,8.6,782.5,0.708295856,Resident,NA,altricial,NA
Icteria_virens,PASSERIFORMES (PASSERIDA),Parulidae,0.91,24.9,0.395630965,Migrant,0.071259387,altricial,20.7
Icterus_galbula,PASSERIFORMES (PASSERIDA),Icteridae,1.13,33.27,0.449647749,Migrant,0.055911912,altricial,26
Icterus_spurius,PASSERIFORMES (PASSERIDA),Icteridae,0.86,19.9,0.464819645,Migrant,0.125057937,altricial,25.5
Ictinia_mississippiensis,ACCIPITRIFORMES,Accipitridae,3.69,278,0.442510558,Migrant,NA,altricial,60.75
Ifrita_kowaldi,PASSERIFORMES (ORTHONYCHIDA),Orthonychidae,1.25,28,0.647283476,Resident,0.023556822,altricial,NA
Illadopsis_fulvescens,PASSERIFORMES (PASSERIDA),Timaliidae,1.19,24.4,0.675270473,Resident,NA,altricial,NA
Indicator_minor,PICIFORMES,Indicatoridae,0.67,28.2,0.019670925,Resident,0.117637979,altricial,50
Irediparra_gallinacea,CHARADRIIFORMES,Jacanidae,1.13,102.55,-0.181634897,Resident,NA,precocial,28.1
Irena_puella,PASSERIFORMES (PASSERIDA),Irenidae,1.36,66.4,0.247383198,Resident,0.042779045,altricial,27
Iridosornis_rufivertex,PASSERIFORMES (PASSERIDA),Thraupidae,1.33,22.25,0.838224375,Resident,0.17491013,altricial,NA
Ithaginis_cruentus,GALLIFORMES,Phasianidae,3.18,537.5,-0.075970466,Resident,NA,precocial,28.1
Ixobrychus_exilis,PELECANIFORMES,Ardeidae,1.28,80.4,0.079469086,Migrant,NA,altricial,32.5
Ixobrychus_flavicollis,PELECANIFORMES,Ardeidae,2.6,321,0.011742149,Migrant,NA,altricial,NA
Ixobrychus_minutus,PELECANIFORMES,Ardeidae,1.65,58,0.516523442,Migrant,0.019627918,altricial,45.5
Ixos_philippinus,PASSERIFORMES (PASSERIDA),Pycnonotidae,1.12,36.89,0.382837519,Resident,0.063341677,altricial,NA
Jabiru_mycteria,CICONIIFORMES,Ciconiidae,23.5,6054.5,0.566114164,Resident,NA,altricial,NA
Jacamerops_aureus,PICIFORMES,Galbulidae,1.11,62.9,0.074626009,Resident,0.003370399,altricial,NA
Jacana_spinosa,CHARADRIIFORMES,Jacanidae,1.38,95.45,0.05846678,Resident,0.059046987,precocial,45.55
Junco_hyemalis,PASSERIFORMES (PASSERIDA),Emberizidae,0.83,20.1,0.42370497,Migrant,0.17491013,altricial,23.645
Jynx_torquilla,PICIFORMES,Picidae,0.94,36.5,0.213593689,Migrant,0.025261536,altricial,33.3
Kaupifalco_monogrammicus,ACCIPITRIFORMES,Accipitridae,4.03,280.5,0.525629905,Resident,NA,altricial,73.25
Ketupa_ketupu,STRIGIFORMES,Strigidae,12.75,770,1.111095619,Resident,NA,altricial,NA
Lagonosticta_senegala,PASSERIFORMES (PASSERIDA),Estrildidae,0.39,8.55,0.147786276,Resident,0.057821531,altricial,30
Lagopus_lagopus,GALLIFORMES,Phasianidae,2.38,459.56,-0.27789761,Migrant,0.015061429,precocial,28.4
Lagopus_muta,GALLIFORMES,Phasianidae,2.5,535.5,-0.314470364,Migrant,0.110513483,precocial,21.6
Lalage_sueurii,PASSERIFORMES (CORVIDA),Campephagidae,0.87,18.9,0.505293777,Resident,0,altricial,26
Lalage_tricolor,PASSERIFORMES (CORVIDA),Campephagidae,0.82,25,0.289243031,Migrant,0.098964812,altricial,NA
Lamprotornis_purpureus,PASSERIFORMES (PASSERIDA),Sturnidae,2.12,115.5,0.380873913,Resident,NA,altricial,NA
Laniarius_erythrogaster,PASSERIFORMES (CORVIDA),Malaconotidae,1.56,45.8,0.592870477,Resident,NA,altricial,NA
Lanius_collurio,PASSERIFORMES (CORVIDA),Laniidae,0.96,28.45,0.374376827,Migrant,0.00741564,altricial,28.25
Lanius_cristatus,PASSERIFORMES (CORVIDA),Laniidae,1.05,29.74,0.4391207,Migrant,0.00775503,altricial,27.5
Lanius_ludovicianus,PASSERIFORMES (CORVIDA),Laniidae,1.53,51.75,0.504956822,Migrant,0.003752485,altricial,34.5
Lanius_senator,PASSERIFORMES (CORVIDA),Laniidae,1.07,36,0.350862954,Migrant,0.00376014,altricial,34.25
Larus_argentatus,CHARADRIIFORMES,Laridae,6.69,1082.25,0.275280039,Migrant,0.025266393,precocial,50.75
Larus_atricilla,CHARADRIIFORMES,Laridae,3.12,308,0.21724768,Migrant,0.01304798,precocial,56
Larus_californicus,CHARADRIIFORMES,Laridae,5.07,693.3,0.247747993,Migrant,0.150242402,precocial,NA
Larus_canus,CHARADRIIFORMES,Laridae,4.07,415.75,0.314828267,Migrant,0.13298875,precocial,58.2
Larus_crassirostris,CHARADRIIFORMES,Laridae,4.6,561,0.269207063,Migrant,NA,precocial,55
Larus_delawarensis,CHARADRIIFORMES,Laridae,4.44,518.5,0.277984978,Migrant,0.134537639,precocial,26.9
Larus_dominicanus,CHARADRIIFORMES,Laridae,6.61,941,0.341679295,Resident,0.019154579,precocial,74.75
Larus_fuscus,CHARADRIIFORMES,Laridae,5.88,824.4,0.29883832,Migrant,0.025266393,precocial,57.5
Larus_glaucescens,CHARADRIIFORMES,Laridae,7.62,1063,0.415507165,Migrant,0.014412947,precocial,69.9
Larus_hartlaubii,CHARADRIIFORMES,Laridae,3.07,271.5,0.271829472,Resident,0.014161996,precocial,65
Larus_heermanni,CHARADRIIFORMES,Laridae,3.85,507,0.147981812,Migrant,0.028608359,precocial,NA
Larus_hyperboreus,CHARADRIIFORMES,Laridae,7.47,1544.25,0.186201063,Migrant,0.017923853,precocial,74.75
Larus_maculipennis,CHARADRIIFORMES,Laridae,3.25,339,0.20428935,Resident,0.004725633,precocial,NA
Larus_marinus,CHARADRIIFORMES,Laridae,8.2,1658.5,0.239413421,Migrant,0.052242689,precocial,80.25
Larus_minutus,CHARADRIIFORMES,Laridae,1.57,125,0.036206488,Migrant,NA,precocial,44.5
Larus_novaehollandiae,CHARADRIIFORMES,Laridae,3.12,271.5,0.287984912,Migrant,0.132476474,precocial,59
Larus_occidentalis,CHARADRIIFORMES,Laridae,6.89,931.5,0.388857075,Migrant,0.014412947,precocial,76
Larus_pacificus,CHARADRIIFORMES,Laridae,6.8,1313.5,0.182989271,Resident,0.013775916,precocial,NA
Larus_philadelphia,CHARADRIIFORMES,Laridae,2.26,211,0.106895134,Migrant,0.014161996,precocial,NA
Larus_pipixcan,CHARADRIIFORMES,Laridae,2.58,287,0.066805984,Migrant,0.126429772,precocial,63
Larus_ridibundus,CHARADRIIFORMES,Laridae,3.05,276.9,0.254249061,Migrant,0.153278631,precocial,59
Larus_schistisagus,CHARADRIIFORMES,Laridae,7.45,1323,0.270239298,Migrant,NA,precocial,NA
Larus_thayeri,CHARADRIIFORMES,Laridae,6.58,945.5,0.33445498,Migrant,0.013186659,precocial,NA
Laterallus_albigularis,GRUIFORMES,Rallidae,1.04,41.79,0.238789247,Resident,0.156120058,precocial,NA
Lathamus_discolor,PSITTACIFORMES,Psittacidae,2.37,64.7,0.817333125,Resident,0.214732189,altricial,64.5
Legatus_leucophaius,PASSERIFORMES (SUBOSCINES),Tyrannidae,0.66,22.2,0.138791619,Migrant,0,altricial,34.85
Leiothrix_lutea,PASSERIFORMES (PASSERIDA),Timaliidae,0.92,21.4,0.491507359,Resident,0.184667863,altricial,23.5
Leipoa_ocellata,GALLIFORMES,Megapodiidae,4.5,1917.5,-0.442019408,Resident,0.153910555,precocial,66.51
Lepidocolaptes_affinis,PASSERIFORMES (SUBOSCINES),Dendrocolaptidae,1.13,35,0.421219996,Resident,0,altricial,36
Lepidocolaptes_souleyetii,PASSERIFORMES (SUBOSCINES),Dendrocolaptidae,1.04,25.7,0.511428264,Resident,0.023556822,altricial,34
Leptoptilos_crumeniferus,CICONIIFORMES,Ciconiidae,27.17,6325,0.68671585,Resident,0.015995874,altricial,97.8
Leptoptilos_dubius,CICONIIFORMES,Ciconiidae,32,7454,0.758233095,Migrant,0.019154579,altricial,NA
Leptotila_cassini,COLUMBIFORMES,Columbidae,1.3,193,-0.396100568,Resident,0.17491013,altricial,NA
Leptotila_jamaicensis,COLUMBIFORMES,Columbidae,1.37,165,-0.255752599,Resident,0.155475671,altricial,NA
Leptotila_plumbeiceps,COLUMBIFORMES,Columbidae,1.28,170,-0.340444623,Resident,0,altricial,NA
Leptotila_rufaxilla,COLUMBIFORMES,Columbidae,1.27,157,-0.303675163,Resident,0.184667863,altricial,24.5
Leptotila_verreauxi,COLUMBIFORMES,Columbidae,1.42,127.7,-0.076196441,Resident,0.184667863,altricial,27.5
