Species;resident.km2;breeding.km2;non-breeding.km2;passage.km2;range.size.km2
Dendropicos poecilolaemus;723586.8703;;;;723586.8703
Dendropicos pyrrhogaster;798718.1635;;;;798718.1635
Dendropicos spodocephalus;595015.9892;;;;595015.9892
Dendropicos stierlingi;210943.4311;;;;210943.4311
Dendropicos xantholophus;2751027.39;;;;2751027.39
Dendroplex kienerii;237703.7905;;;;237703.7905
Dendroplex picus;9856638.623;;;;9856638.623
Dendrortyx barbatus;6817.937659;;;;6817.937659
Dendrortyx leucophrys;117033.1358;;;;117033.1358
Dendrortyx macroura;122943.9871;;;;122943.9871
Deroptyus accipitrinus;4157728.485;;;;4157728.485
Dessonornis anomalus;11685.63348;;;;11685.63348
Dessonornis archeri;60053.661;;;;60053.661
Dessonornis caffer;1613526.067;14596.5217;1496.657028;;1629619.246
Dessonornis humeralis;645167.6715;;;;645167.6715
Dessonornis macclounii;106227.8891;;;;106227.8891
Dessonornis mbuluensis;5320.521387;;;;5320.521387
Devioeca papuana;141487.2522;;;;141487.2522
Dicaeum aeneum;27302.37065;;;;27302.37065
Dicaeum agile;4429527.684;;;;4429527.684
Dicaeum annae;28504.42646;;;;28504.42646
Dicaeum anthonyi;32265.13555;;;;32265.13555
Dicaeum aureolimbatum;180068.081;;;;180068.081
Dicaeum australe;237221.3163;;;;237221.3163
Dicaeum beccarii;221940.7409;;;;221940.7409
Dicaeum bicolor;259923.1255;;;;259923.1255
Dicaeum cambodianum;205347.6622;;;;205347.6622
Dicaeum celebicum;185286.8924;;;;185286.8924
Dicaeum chrysorrheum;3155812.623;;;;3155812.623
Dicaeum concolor;221223.8;;;;221223.8
Dicaeum cruentatum;4429780.046;;;;4429780.046
Dicaeum erythrorhynchos;2149066.139;;;;2149066.139
Dicaeum erythrothorax;8559.03895;;;;8559.03895
Dicaeum everetti;145322.8457;;;;145322.8457
Dicaeum eximium;42117.54835;;;;42117.54835
Dicaeum geelvinkianum;534824.6331;;165.595771;;534990.2288
Dicaeum haematostictum;24034.25801;;;;24034.25801
Dicaeum hanieli;28821.00448;;;;28821.00448
Dicaeum hirundinaceum;6464884.03;;;;6464884.03
Dicaeum hypoleucum;229041.6796;;;;229041.6796
Dicaeum ignicolle;7750.381878;;;;7750.381878
Dicaeum igniferum;29594.63371;;;;29594.63371
Dicaeum ignipectus;4024030.856;;;;4024030.856
Dicaeum kampalili;62536.64589;;;;62536.64589
Dicaeum keiense;5458.370698;;;;5458.370698
Dicaeum luzoniense;238624.9;;;;238624.9
Dicaeum maugei;36881.09586;;;;36881.09586
Dicaeum melanozanthum;1275755.024;;242522.8283;;1518277.853
Dicaeum minullum;4660140.777;;;;4660140.777
Dicaeum monticolum;39950.75389;;;;39950.75389
Dicaeum nehrkorni;87938.12421;;;;87938.12421
Dicaeum nigrilore;13339.93428;;;;13339.93428
Dicaeum nitidum;1310.828285;;;;1310.828285
Dicaeum pectorale;97731.26376;;;;97731.26376
Dicaeum proprium;13226.00283;;;;13226.00283
Dicaeum pygmaeum;269547.613;;;;269547.613
Dicaeum quadricolor;100.268412;;;;100.268412
Dicaeum retrocinctum;9877.919603;;;;9877.919603
Dicaeum sanguinolentum;69247.84256;;;;69247.84256
Dicaeum schistaceiceps;25453.03341;;;;25453.03341
Dicaeum trigonostigma;2286219.721;;;;2286219.721
Dicaeum tristrami;3356.880626;;;;3356.880626
Dicaeum trochileum;322413.551;;;;322413.551
Dicaeum vincens;12184.62279;;;;12184.62279
Dicaeum vulneratum;17887.92121;;;;17887.92121
Dicaeum wilhelminae;10705.23069;;;;10705.23069
Dichrozona cincta;3112134.124;;;;3112134.124
Dicrurus adsimilis;14609257.23;;;;14609257.23
Dicrurus aeneus;4637678.164;;;;4637678.164
Dicrurus aldabranus;152.23454;;;;152.23454
Dicrurus andamanensis;5707.004523;;;;5707.004523
Dicrurus annectens;1266897.845;;1457877.947;;2724775.792
Dicrurus atripennis;1831370.377;;;;1831370.377
Dicrurus balicassius;151724.9662;;;;151724.9662
Dicrurus bracteatus;1975046.259;;;;1975046.259
Dicrurus caerulescens;2231853.081;;50148.71329;;2282001.795
Dicrurus densus;85372.08515;;;;85372.08515
Dicrurus forficatus;591276.6991;;;;591276.6991
Dicrurus fuscipennis;241.3250956;;;;241.3250956
Dicrurus hottentottus;4871322.767;2550247.23;;;7421569.997
Dicrurus leucophaeus;3146222.82;3546200.609;2586065.824;;9278489.252
Dicrurus lophorinus;21899.84785;;;;21899.84785
Dicrurus ludwigii;4589288.168;;;;4589288.168
Dicrurus macrocercus;6271628.783;3079612.715;234394.8302;77904.72776;9663541.055
Dicrurus megarhynchus;7011.972672;;;;7011.972672
Dicrurus menagei;687.9758825;;;;687.9758825
Dicrurus modestus;3488518.23;;;;3488518.23
Dicrurus montanus;52123.52681;;;;52123.52681
Dicrurus paradiseus;5998562.889;;;;5998562.889
Dicrurus remifer;2417569.387;;20200.09713;;2437769.484
Dicrurus striatus;119970.0029;;;;119970.0029
Dicrurus sumatranus;389040.3225;;;;389040.3225
Dicrurus waldenii;335.643674;;;;335.643674
Didunculus strigirostris;1229.207648;;;;1229.207648
Diglossa albilatera;239499.4317;;;;239499.4317
Diglossa baritula;233595.38;;;;233595.38
Diglossa brunneiventris;317884.7095;;;;317884.7095
Diglossa caerulescens;265882.3604;;;;265882.3604
Diglossa carbonaria;70018.79414;;;;70018.79414
Diglossa cyanea;391783.3869;;;;391783.3869
Diglossa duidae;104199.664;;;;104199.664
Diglossa glauca;114625.3358;;;;114625.3358
Diglossa gloriosa;11316.38546;;;;11316.38546
Diglossa gloriosissima;695.772527;;;;695.772527
Diglossa humeralis;155349.7724;;;;155349.7724
Diglossa indigotica;17180.3923;;;;17180.3923
Diglossa lafresnayii;109353.1967;;;;109353.1967
Diglossa major;31537.79316;;;;31537.79316
Diglossa mystacalis;121203.4854;;;;121203.4854
Diglossa plumbea;8889.495088;;;;8889.495088
Diglossa sittoides;593684.3027;;;;593684.3027
Diglossa venezuelensis;888.2186385;;;;888.2186385
Dinemellia dinemelli;2381513.085;;;;2381513.085
Dinopium benghalense;3000346.042;;;;3000346.042
Dinopium everetti;13188.86105;;;;13188.86105
Dinopium javanense;2720438.946;;;;2720438.946
Dinopium psarodes;37255.04058;;;;37255.04058
Dinopium rafflesii;1030208.434;;;;1030208.434
Dinopium shorii;382565.8599;;;;382565.8599
Diomedea amsterdamensis;11226538.41;4.9147035;;;11226543.33
Diomedea antipodensis;41287673.34;666.2398745;;;41288339.58
Diomedea dabbenena;38652673.69;80.1589105;;;38652753.85
Diomedea epomophora;56488925.75;3.29265;;;56488929.04
Diomedea exulans;97773263.2;2254.026093;;;97775517.23
Diomedea sanfordi;65340148.18;5.4244905;;;65340153.61
Diopsittaca cumanensis;4793215.801;;;;4793215.801
Diopsittaca nobilis;495180.7129;;;;495180.7129
Discosura conversii;132669.2603;;;;132669.2603
Discosura langsdorffi;1979938.706;;;;1979938.706
Discosura longicaudus;2150141.599;;;;2150141.599
Discosura popelairii;164995.5553;;;;164995.5553
Diuca diuca;1567678.085;;705752.5531;;2273430.638
Dives dives;592333.411;;;;592333.411
Dives warczewiczi;216210.0131;;;;216210.0131
Dolichonyx oryzivorus;;3882459.569;905194.1086;7745556.893;12533210.57
Doliornis remseni;10883.8295;;;;10883.8295
Doliornis sclateri;13001.88421;;;;13001.88421
Donacobius atricapilla;8625390.498;;;;8625390.498
Donacospiza albifrons;1671618.673;;;;1671618.673
Doricha eliza;2886.76819;;;;2886.76819
Doricha enicura;78608.53697;;;;78608.53697
Doryfera johannae;459396.7289;;;;459396.7289
Doryfera ludovicae;386808.6958;;;;386808.6958
Drepanis coccinea;3772.246681;;;;3772.246681
Drepanoptila holosericea;16486.32381;;;;16486.32381
Drepanorhynchus reichenowi;275544.1699;;;;275544.1699
Drepanornis albertisi;23471.94765;;;;23471.94765
Drepanornis bruijnii;38164.45473;;;;38164.45473
Dreptes thomensis;342.3449285;;;;342.3449285
Dromaius novaehollandiae;4236884.435;;2496038.538;;6732922.973
Dromas ardeola;347593.5421;680.3656285;1021733.196;;1370007.103
Dromococcyx pavoninus;3100148.323;;;;3100148.323
Dromococcyx phasianellus;9601095.753;;;;9601095.753
Drymocichla incana;1110816.272;;;;1110816.272
Drymodes beccarii;418318.147;;;;418318.147
Drymodes brunneopygia;917277.4942;;;;917277.4942
Drymodes superciliaris;12402.85553;;;;12402.85553
Drymophila caudata;18602.59347;;;;18602.59347
Drymophila devillei;2100865.115;;;;2100865.115
Drymophila ferruginea;506274.5393;;;;506274.5393
Drymophila genei;22282.78079;;;;22282.78079
Drymophila hellmayri;2991.187674;;;;2991.187674
Drymophila klagesi;58070.71354;;;;58070.71354
Drymophila malura;769793.5079;;;;769793.5079
Drymophila ochropyga;360029.7822;;;;360029.7822
Drymophila rubricollis;329036.0733;;;;329036.0733
Drymophila squamata;340055.1599;;;;340055.1599
Drymophila striaticeps;193419.9804;;;;193419.9804
Drymornis bridgesii;1433273.184;;;;1433273.184
Drymotoxeres pucheranii;141948.6197;;;;141948.6197
Dryobates cathpharius;125859.8527;;;;125859.8527
Dryobates minor;18547658.04;;;;18547658.04
Dryobates nuttallii;184010.5633;;;;184010.5633
Dryobates pernyii;461029.6079;;;;461029.6079
Dryobates pubescens;12796079.42;;;;12796079.42
Dryobates scalaris;2914716.39;;;;2914716.39
Dryocopus hodgei;5693.852878;;;;5693.852878
Dryocopus javensis;2692646.313;;;;2692646.313
Dryocopus martius;19630397.7;;;;19630397.7
Dryolimnas cuvieri;591034.8393;;;;591034.8393
Dryoscopus angolensis;372417.5402;;;;372417.5402
Dryoscopus cubla;5720681.705;;;;5720681.705
Dryoscopus gambensis;5608213.497;;;;5608213.497
Dryoscopus pringlii;448697.8049;;;;448697.8049
Dryoscopus sabini;1204535.052;;;;1204535.052
Dryoscopus senegalensis;1220997.107;;;;1220997.107
Dryotriorchis spectabilis;2884573.591;;;;2884573.591
Dubusia carrikeri;4213.383983;;;;4213.383983
Dubusia castaneoventris;131114.7253;;;;131114.7253
Dubusia stictocephala;80036.99494;;;;80036.99494
Dubusia taeniata;212461.8818;;;;212461.8818
Ducula aenea;5137254.204;;;;5137254.204
Ducula aurorae;22.077677;;;;22.077677
Ducula badia;2976114.297;;;;2976114.297
Ducula bakeri;4097.81151;;;;4097.81151
Ducula basilica;22900.60934;;;;22900.60934
Ducula bicolor;625141.5961;;;;625141.5961
Ducula brenchleyi;10909.61613;;;;10909.61613
Ducula carola;222845.563;;;;222845.563
Ducula chalconota;165445.1896;;;;165445.1896
Ducula cineracea;3438.097701;;;;3438.097701
Ducula concinna;10609.63124;;;;10609.63124
Ducula cuprea;75576.57963;;;;75576.57963
Ducula finschii;42801.56231;;;;42801.56231
Ducula forsteni;142224.8443;;;;142224.8443
Ducula galeata;30.801947;;;;30.801947
Ducula geelvinkiana;2938.755274;;;;2938.755274
Ducula goliath;16506.58349;;;;16506.58349
Ducula lacernulata;68842.92095;;;;68842.92095
Ducula latrans;17864.88845;;;;17864.88845
Ducula luctuosa;144876.9552;;;;144876.9552
Ducula melanochroa;43322.1914;;;;43322.1914
Ducula mindorensis;1203.036532;;;;1203.036532
Ducula mullerii;280501.4623;;;;280501.4623
Ducula myristicivora;7535.857176;;;;7535.857176
Ducula neglecta;18500.91878;;;;18500.91878
Ducula obiensis;2548.056198;;;;2548.056198
Ducula oceanica;1283.744501;;;;1283.744501
Ducula oenothorax;399.137917;;;;399.137917
Ducula pacifica;29025.3413;;;;29025.3413
Ducula perspicillata;34549.13081;;;;34549.13081
Ducula pickeringii;3003.204923;;;;3003.204923
Ducula pinon;634671.6058;;;;634671.6058
Ducula pistrinaria;85156.75736;;;;85156.75736
Ducula poliocephala;266588.8307;;;;266588.8307
Ducula radiata;154680.7352;;;;154680.7352
Ducula rosacea;60819.93866;;;;60819.93866
Ducula rubricera;72259.05381;;;;72259.05381
Ducula rufigaster;670495.338;;;;670495.338
Ducula salvadorii;3333.70003;;;;3333.70003
Ducula spilorrhoa;517766.0529;;;;517766.0529
Ducula subflavescens;47100.49771;;;;47100.49771
Ducula whartoni;137.1736835;;;;137.1736835
Ducula zoeae;706216.3894;;;;706216.3894
Dulus dominicus;74943.01787;;;;74943.01787
Dumetella carolinensis;406277.1529;6418058.065;1336734.213;383815.763;8544885.194
Dumetia hyperythra;2111372.857;;;;2111372.857
Dyaphorophyia ansorgei;968549.0134;;;;968549.0134
Dyaphorophyia blissetti;472640.3486;;;;472640.3486
Dyaphorophyia castanea;3596404.056;;;;3596404.056
Dyaphorophyia chalybea;574144.7407;;;;574144.7407
Dyaphorophyia concreta;175405.7568;;;;175405.7568
Dyaphorophyia hormophora;503975.008;;;;503975.008
Dyaphorophyia jamesoni;559061.4123;;;;559061.4123
Dyaphorophyia tonsa;1168536.301;;;;1168536.301
Dysithamnus leucostictus;52234.27135;;;;52234.27135
Dysithamnus mentalis;4153474.197;;;;4153474.197
Dysithamnus occidentalis;15881.74174;;;;15881.74174
Dysithamnus plumbeus;42511.50962;;;;42511.50962
Dysithamnus puncticeps;127872.3404;;;;127872.3404
Dysithamnus stictothorax;414948.3298;;;;414948.3298
Dysithamnus striaticeps;88311.87167;;;;88311.87167
Dysithamnus xanthopterus;44402.74228;;;;44402.74228
Eclectus roratus;838401.06;;;;838401.06
Edolisoma anale;5045.331618;;;;5045.331618
Edolisoma ceramense;28632.89113;;;;28632.89113
Edolisoma coerulescens;88604.92745;;;;88604.92745
Edolisoma dispar;4688.820986;;;;4688.820986
Edolisoma dohertyi;39135.78127;;;;39135.78127
Edolisoma grayi;23173.20483;;;;23173.20483
Edolisoma holopolium;24847.58263;;;;24847.58263
Edolisoma incertum;348244.7885;;;;348244.7885
Edolisoma insperatum;354.169076;;;;354.169076
Edolisoma melas;592719.2393;;;;592719.2393
Edolisoma meyerii;2919.089636;;;;2919.089636
Edolisoma mindanense;235219.3224;;;;235219.3224
Edolisoma monacha;443.5496665;;;;443.5496665
Edolisoma montanum;246633.4995;;;;246633.4995
Edolisoma morio;172202.6643;;;;172202.6643
Edolisoma nesiotis;92.5839865;;;;92.5839865
Edolisoma obiense;5048.563851;;;;5048.563851
Edolisoma ostentum;23368.74049;;;;23368.74049
Edolisoma parvulum;16846.43936;;;;16846.43936
Edolisoma pygmaeum;3502.464536;;;;3502.464536
Edolisoma remotum;80430.80835;;;;80430.80835
Edolisoma rostratum;291.410502;;;;291.410502
Edolisoma salomonis;3356.911544;;;;3356.911544
Edolisoma schisticeps;165715.8121;;;;165715.8121
Edolisoma sula;4663.507446;;;;4663.507446
Edolisoma tenuirostre;1388162.536;769983.0029;;;2158145.539
Egretta ardesiaca;8504014.435;;;;8504014.435
Egretta caerulea;4996496.726;635240.6747;1173632.878;1675887.361;8481257.639
Egretta eulophotes;;113813.9442;426151.5219;319468.6437;859434.1097
Egretta garzetta;30472530.11;3664975.035;4202011.538;;38339516.69
Egretta gularis;2015288.727;250590.9863;228087.8878;2050.831882;2496018.432
Egretta novaehollandiae;2681033.845;;4852695.777;;7533729.622
Egretta picata;;132922.0438;977246.4698;;1110168.514
Egretta rufescens;349059.7205;;167511.2686;48058.80154;564629.7906
Egretta sacra;4097689.39;;;;4097689.39
Egretta thula;15080164;4189008.582;2727938.888;3894.928784;22001006.4
Egretta tricolor;1368152.877;;1133037.298;;2501190.175
Egretta vinaceigula;110027.772;;116116.3246;;226144.0966
Elachura formosa;663401.3201;;;;663401.3201
Elaenia albiceps;714426.5842;1524681.347;10756619.65;;12995727.58
Elaenia brachyptera;38895.25091;;;;38895.25091
Elaenia cherriei;14151.25406;;;;14151.25406
Elaenia chiriquensis;7207888.507;;;;7207888.507
Elaenia cristata;5126445.448;;;;5126445.448
Elaenia dayi;26489.46561;;;;26489.46561
Elaenia fallax;6023.657803;;;;6023.657803
Elaenia flavogaster;10328236.89;;;;10328236.89
Elaenia frantzii;259323.6882;;;;259323.6882
Elaenia gigas;474648.8702;;;;474648.8702
Elaenia martinica;26679.97662;;;;26679.97662
Elaenia mesoleuca;2217474.604;;;;2217474.604
Elaenia obscura;326101.3288;;;;326101.3288
Elaenia olivina;182502.7214;;;;182502.7214
Elaenia pallatangae;281742.7327;;;;281742.7327
Elaenia parvirostris;2742157.54;;8225775.155;;10967932.7
Elaenia pelzelni;311540.7521;;;;311540.7521
Elaenia ridleyana;21.162543;;;;21.162543
Elaenia ruficeps;708594.7737;;;;708594.7737
Elaenia sordida;2035521.088;;;;2035521.088
Elaenia spectabilis;2885160.782;;5648072.273;;8533233.055
Elaenia strepera;231090.8735;;2344502.917;;2575593.791
Elanoides forficatus;12553172.42;742455.2612;;736302.5201;14031930.2
Elanus axillaris;7650125.137;;;;7650125.137
Elanus caeruleus;26563205.73;;239808.8498;;26803014.58
Elanus leucurus;12522314.51;;;;12522314.51
Elanus scriptus;727447.9;;3566666.704;;4294114.604
Elaphrornis palliseri;3723.73609;;;;3723.73609
Electron carinatum;36197.78699;;;;36197.78699
Electron platyrhynchum;2863811.907;;;;2863811.907
Eleoscytalopus indigoticus;454919.9619;;;;454919.9619
Eleoscytalopus psychopompus;5157.02197;;;;5157.02197
Eleothreptus anomalus;2167520.511;;;;2167520.511
Eleothreptus candicans;3053.8074;;;;3053.8074
Elminia albicauda;1971415.122;;;;1971415.122
Elminia albiventris;224721.2448;;;;224721.2448
Elminia albonotata;905268.3188;;;;905268.3188
Elminia longicauda;3880527.652;;;;3880527.652
Elminia nigromitrata;2433503.265;;;;2433503.265
Elseyornis melanops;7355253.593;;;;7355253.593
Elvira chionura;9600.652233;;;;9600.652233
Elvira cupreiceps;5216.023129;;;;5216.023129
Emarginata schlegelii;1145289.212;;;;1145289.212
Emarginata sinuata;793351.7265;;;;793351.7265
Emarginata tractrac;1019137.876;;;;1019137.876
Emberiza affinis;1397719.709;;;;1397719.709
Emberiza aureola;;14855343.43;1910289.949;;16765633.37
Emberiza bruniceps;;4074935.567;1438856.378;;5513791.945
Emberiza buchanani;;2910847.582;1097062.132;;4007909.714
Emberiza cabanisi;2851386.025;;;;2851386.025
Emberiza caesia;;344211.3032;470829.847;;815041.1501
Emberiza calandra;5773177.684;1713905.656;1051666.899;;8538750.239
Emberiza capensis;1319877.901;;;;1319877.901
Emberiza chrysophrys;;2479423.673;641106.1215;;3120529.795
Emberiza cia;3298621.472;1112505.009;1349169.742;;5760296.223
Emberiza cineracea;;105548.9897;230145.6804;;335694.6701
Emberiza cioides;10378493.96;152330.081;;;10530824.04
Emberiza cirlus;2174677.233;;32468.42645;;2207145.66
Emberiza citrinella;10007804.8;2884393.402;3319904.127;;16212102.33
Emberiza elegans;1559203.054;1452222.478;654609.193;;3666034.725
Emberiza flaviventris;6969000.963;;;;6969000.963
Emberiza fucata;1111238.642;2765013.753;3151442.519;1398131.461;8425826.375
Emberiza godlewskii;5753189.462;;867666.5286;;6620855.991
Emberiza goslingi;2485085.484;417238.2179;487819.6067;;3390143.309
Emberiza hortulana;;9879272.966;1006306.942;;10885579.91
Emberiza impetuani;1644320.78;;;;1644320.78
Emberiza jankowskii;;10240.24996;89723.62324;;99963.8732
Emberiza koslowi;132331.9871;;;;132331.9871
Emberiza lathami;3650288.216;108230.8163;129067.463;;3887586.495
Emberiza leucocephalos;506869.7271;9364361.534;4181975.772;;14053207.03
Emberiza melanocephala;;2122207.62;595850.1578;;2718057.778
Emberiza pallasi;;5825616.001;1600995.955;;7426611.956
Emberiza personata;;150948.2009;266289.4555;;417237.6564
Emberiza poliopleura;1250038.544;;;;1250038.544
Emberiza pusilla;;10275434.46;2750380.639;;13025815.1
Emberiza rustica;;11088118.78;2176354.885;9671605.83;22936079.5
Emberiza rutila;;4625973.098;1030158.982;;5656132.079
Emberiza sahari;1383364.535;;;;1383364.535
Emberiza schoeniclus;7402316.277;16426291.69;5716376.106;;29544984.08
Emberiza siemsseni;;111662.1412;280105.1697;;391767.3109
Emberiza socotrana;305.5936685;357.694608;;;663.2882765
Emberiza spodocephala;;4862608.323;2132504.795;;6995113.119
Emberiza stewarti;;473443.4601;504693.4061;;978136.8662
Emberiza striolata;2669175.093;;;;2669175.093
Emberiza sulphurata;;111920.2396;199784.1553;;311704.3949
Emberiza tahapisi;4092796.573;;;;4092796.573
Emberiza tristrami;;422925.7629;806014.0576;;1228939.82
Emberiza variabilis;;278428.9502;186759.6265;;465188.5767
Emberiza yessoensis;;49638.99654;461706.6801;;511345.6767
Emberizoides duidae;131.5539215;;;;131.5539215
Emberizoides herbicola;5051957.578;;;;5051957.578
Emberizoides ypiranganus;531837.0819;;;;531837.0819
Embernagra longicauda;86158.41753;;;;86158.41753
Embernagra platensis;2736478.243;;;;2736478.243
Emblema pictum;1296072.688;;;;1296072.688
Eminia lepida;613756.3975;;;;613756.3975
Empidonax affinis;480507.6373;;;;480507.6373
Empidonax albigularis;107083.5797;306286.456;539634.1106;;953004.1463
Empidonax alnorum;;7105491.614;3393384.36;2906197.032;13405073.01
Empidonax atriceps;3623.566162;;;;3623.566162
Empidonax difficilis;3240.465324;860397.5387;295139.0218;;1158777.026
Empidonax flavescens;165236.8599;;;;165236.8599
Empidonax flaviventris;;5329835.689;680698.8105;2794939.869;8805474.368
Empidonax fulvifrons;428349.1106;82570.81357;70466.665;;581386.5892
Empidonax hammondii;;2761505.967;781763.5942;2059463.385;5602732.946
Empidonax minimus;;5752464.976;1025319.528;4816920.84;11594705.34
Empidonax oberholseri;;2680918.54;951840.4764;981671.0566;4614430.073
Empidonax occidentalis;509398.3898;1840754.784;83235.77533;;2433388.949
