Species;resident.km2;breeding.km2;non-breeding.km2;passage.km2;range.size.km2
Micrastur mintoni;1882221.868;;;;1882221.868
Micrastur mirandollei;5269617.822;;;;5269617.822
Micrastur plumbeus;61859.84146;;;;61859.84146
Micrastur ruficollis;12486316.58;;;;12486316.58
Micrastur semitorquatus;13182643.81;;;;13182643.81
Micrathene whitneyi;73988.48743;569113.4657;179532.8794;891999.6785;1714634.511
Microbates cinereiventris;551176.6161;;;;551176.6161
Microbates collaris;2367744.718;;;;2367744.718
Microcarbo africanus;17476075.87;;;;17476075.87
Microcarbo coronatus;20934.9139;;;;20934.9139
Microcarbo melanoleucos;3114641.095;;2739108.745;;5853749.84
Microcarbo niger;3848422.34;;1053961.76;;4902384.101
Microcarbo pygmaeus;205700.6035;415824.2014;255397.3008;;876922.1057
Microcerculus bambla;1636530.745;;;;1636530.745
Microcerculus marginatus;4781151.781;;;;4781151.781
Microcerculus philomela;177606.2538;;;;177606.2538
Microcerculus ustulatus;265677.0794;;;;265677.0794
Microchera albocoronata;76897.44868;;;;76897.44868
Microdynamis parva;607713.4954;;;;607713.4954
Microeca fascinans;5303213.748;;;;5303213.748
Microeca flavigaster;1174818.064;;;;1174818.064
Microeca hemixantha;3146.452847;;;;3146.452847
Microeca tormenti;79231.5135;;;;79231.5135
Microhierax caerulescens;1205999.41;;;;1205999.41
Microhierax erythrogenys;253864.6431;;;;253864.6431
Microhierax fringillarius;1402686.777;;;;1402686.777
Microhierax latifrons;60515.08839;;;;60515.08839
Microhierax melanoleucos;2359661.968;;;;2359661.968
Microligea palustris;27162.48528;;;;27162.48528
Micromacronus leytensis;20062.58391;;;;20062.58391
Micromacronus sordidus;26297.68381;;;;26297.68381
Micromonacha lanceolata;1650307.787;;;;1650307.787
Micronisus gabar;13909981.22;;;;13909981.22
Microparra capensis;3243625.326;;;;3243625.326
Micropsitta bruijnii;221335.7964;;;;221335.7964
Micropsitta finschii;42511.16148;;;;42511.16148
Micropsitta geelvinkiana;2472.097478;;;;2472.097478
Micropsitta keiensis;181340.1477;;;;181340.1477
Micropsitta meeki;2339.030899;;;;2339.030899
Micropsitta pusio;290305.0368;;;;290305.0368
Micropternus brachyurus;6131553.946;;;;6131553.946
Microptilotis albilineatus;53765.84285;;;;53765.84285
Microptilotis albonotatus;320470.2997;;;;320470.2997
Microptilotis analogus;635653.0947;;;;635653.0947
Microptilotis cinereifrons;44332.86666;;;;44332.86666
Microptilotis flavirictus;431384.1033;;;;431384.1033
Microptilotis fordianus;43364.91048;;;;43364.91048
Microptilotis gracilis;243803.5747;;;;243803.5747
Microptilotis mimikae;89075.77377;;;;89075.77377
Microptilotis montanus;118283.2256;;;;118283.2256
Microptilotis orientalis;193346.7445;;;;193346.7445
Microptilotis reticulatus;27626.24975;;;;27626.24975
Microptilotis vicina;812.8309725;;;;812.8309725
Micropygia schomburgkii;3010348.286;;;;3010348.286
Microrhopias quixensis;4103989.552;;;;4103989.552
Microspingus alticola;9869.902442;;;;9869.902442
Microspingus cabanisi;602987.8915;;;;602987.8915
Microspingus cinereus;1130617.486;;;;1130617.486
Microspingus erythrophrys;80123.43765;;;;80123.43765
Microspingus lateralis;57272.03155;;;;57272.03155
Microspingus melanoleucus;1482586.473;;;;1482586.473
Microspingus pectoralis;834349.4225;;987617.5633;;1821966.986
Microspingus torquatus;121404.504;;;;121404.504
Microspingus trifasciatus;82025.966;;;;82025.966
Microstilbon burmeisteri;109785.4448;;;;109785.4448
Microtarsus melanoleucos;1182420.835;;;;1182420.835
Microxenops milleri;3557329.069;;;;3557329.069
Milvago chimachima;13623508.89;;;;13623508.89
Milvus migrans;36568513.89;22600897.83;1631258.307;4747080.437;65547750.47
Milvus milvus;1063570.165;765309.4954;391672.0597;1431363.641;3651915.361
Mimus dorsalis;133793.2249;;;;133793.2249
Mimus gilvus;2159578.257;;;;2159578.257
Mimus graysoni;15.342156;;;;15.342156
Mimus gundlachii;15350.9882;;;;15350.9882
Mimus longicaudatus;181517.3766;;;;181517.3766
Mimus macdonaldi;66.135381;;;;66.135381
Mimus melanotis;550.1836635;;;;550.1836635
Mimus parvulus;6931.519869;;;;6931.519869
Mimus patagonicus;1400712.742;;483335.7408;;1884048.483
Mimus polyglottos;10146012.1;;167624.6239;158.516995;10313795.24
Mimus saturninus;7198598.996;;;;7198598.996
Mimus thenca;121970.4319;;;;121970.4319
Mimus trifasciatus;1.139074;;;;1.139074
Mimus triurus;3285045.362;;;;3285045.362
Minla ignotincta;1168677.533;;;;1168677.533
Mino anais;410919.75;;;;410919.75
Mino dumontii;639670.5507;;;;639670.5507
Mino kreffti;60704.92563;;;;60704.92563
Mionectes galbinus;704962.7874;;;;704962.7874
Mionectes macconnelli;2587625.035;;;;2587625.035
Mionectes oleagineus;8947119.556;;;;8947119.556
Mionectes olivaceus;39846.60441;;;;39846.60441
Mionectes roraimae;332189.0675;;;;332189.0675
Mionectes rufiventris;1057784.042;;;;1057784.042
Mionectes striaticollis;317952.9786;;;;317952.9786
Mirafra affinis;1030487.594;;;;1030487.594
Mirafra africana;5074177.21;;;;5074177.21
Mirafra albicauda;512515.1458;;;;512515.1458
Mirafra angolensis;763747.6734;;;;763747.6734
Mirafra apiata;258565.7213;;;;258565.7213
Mirafra ashi;1658.033976;;;;1658.033976
Mirafra assamica;703191.285;;;;703191.285
Mirafra cheniana;245296.2922;;;;245296.2922
Mirafra collaris;319132.5953;;;;319132.5953
Mirafra cordofanica;1714042.518;;;;1714042.518
Mirafra erythrocephala;927392.5551;;;;927392.5551
Mirafra erythroptera;1452358.208;;;;1452358.208
Mirafra fasciolata;1765804.989;;;;1765804.989
Mirafra gilletti;457052.928;;;;457052.928
Mirafra hypermetra;451147.3227;;;;451147.3227
Mirafra javanica;11567007.82;;312493.5469;;11879501.37
Mirafra microptera;85743.20156;;;;85743.20156
Mirafra passerina;1871425.203;;;;1871425.203
Mirafra pulpa;42128.85103;;;;42128.85103
Mirafra rufa;513838.0518;;;;513838.0518
Mirafra rufocinnamomea;9976550.201;;;;9976550.201
Mirafra sharpii;16108.454;;;;16108.454
Mirafra somalica;124433.8737;;;;124433.8737
Mirafra williamsi;30988.21065;;;;30988.21065
Mitrephanes olivaceus;91400.04202;;;;91400.04202
Mitrephanes phaeocercus;599264.1913;;46975.16396;;646239.3553
Mitrospingus cassinii;167484.2771;;;;167484.2771
Mitrospingus oleagineus;38791.48209;;;;38791.48209
Mitu salvini;489977.478;;;;489977.478
Mitu tomentosum;1247577.387;;;;1247577.387
Mitu tuberosum;3901736.405;;;;3901736.405
Mixornis bornensis;714292.5953;;;;714292.5953
Mixornis flavicollis;62108.07846;;;;62108.07846
Mixornis gularis;3008736.979;;;;3008736.979
Mixornis kelleyi;177310.5275;;;;177310.5275
Mixornis prillwitzi;411.9590125;;;;411.9590125
Mniotilta varia;;5385037.034;3234985.416;3474355.484;12094377.93
Modulatrix stictigula;70790.72239;;;;70790.72239
Mohoua albicilla;36073.47452;;;;36073.47452
Mohoua novaeseelandiae;76965.52679;;;;76965.52679
Mohoua ochrocephala;16839.77164;;;;16839.77164
Molothrus aeneus;1832595.075;685895.9148;;;2518490.99
Molothrus armenti;4106.619333;;;;4106.619333
Molothrus ater;4561690.366;6682391.27;755504.0924;237.2045305;11999822.93
Molothrus bonariensis;13410911.99;;;;13410911.99
Molothrus oryzivorus;10750693.22;;;;10750693.22
Molothrus rufoaxillaris;3183933.232;;;;3183933.232
Momotus aequatorialis;97444.50578;;;;97444.50578
Momotus bahamensis;5259.171275;;;;5259.171275
Momotus coeruliceps;38351.13717;;;;38351.13717
Momotus lessonii;637236.6725;;;;637236.6725
Momotus mexicanus;322818.5053;;;;322818.5053
Momotus momota;8095807.052;;;;8095807.052
Momotus subrufescens;341745.3381;;;;341745.3381
Monachella coultasi;11631.4181;;;;11631.4181
Monachella muelleriana;405841.9615;;;;405841.9615
Monarcha castaneiventris;27737.79664;;;;27737.79664
Monarcha cinerascens;152210.5467;;;;152210.5467
Monarcha frater;202892.2007;23819.69542;;;226711.8962
Monarcha megarhynchus;3356.868814;;;;3356.868814
Monarcha melanopsis;49621.23693;399599.1431;122020.5544;;571240.9344
Monarcha richardsii;5021.921168;;;;5021.921168
Monarcha ugiensis;51.338155;;;;51.338155
Monasa atra;1731154.655;;;;1731154.655
Monasa flavirostris;785490.6579;;;;785490.6579
Monasa morphoeus;5209633.919;;;;5209633.919
Monasa nigrifrons;7021191.371;;;;7021191.371
Monias benschi;12274.43458;;;;12274.43458
Monticola angolensis;2218111.045;;;;2218111.045
Monticola brevipes;1043698.178;;;;1043698.178
Monticola cinclorhyncha;;425106.9265;578131.6902;;1003238.617
Monticola erythronotus;377.1200485;;;;377.1200485
Monticola explorator;368606.6252;;;;368606.6252
Monticola gularis;;2209716.324;1711410.808;;3921127.133
Monticola imerina;18785.16166;;;;18785.16166
Monticola rufiventris;2361122.883;;654105.2319;;3015228.115
Monticola rufocinereus;583510.6394;;;;583510.6394
Monticola rupestris;557704.6597;;;;557704.6597
Monticola saxatilis;;8710152.36;3127620.971;2631342.095;14469115.43
Monticola semirufus;386214.571;;;;386214.571
Monticola sharpei;242839.2119;;;;242839.2119
Monticola solitarius;7491936.906;2295066.78;11344121.14;202396.7089;21333521.53
Montifringilla adamsi;899605.9649;;;;899605.9649
Montifringilla henrici;273042.9755;;;;273042.9755
Montifringilla nivalis;4071060.968;;13959.40087;;4085020.369
Morococcyx erythropygus;358735.9893;;;;358735.9893
Morphnarchus princeps;113278.8127;;;;113278.8127
Morphnus guianensis;11701962.81;;;;11701962.81
Morus bassanus;18277098.81;1073.485451;;;18278172.29
Morus capensis;;3.3847405;1100781.604;;1100784.988
Morus serrator;;10288.68603;7270515.493;;7280804.179
Motacilla aguimp;11298271;;;;11298271
Motacilla alba;4767863.111;34719919.07;20036755.01;;59524537.2
Motacilla capensis;3891399.032;;;;3891399.032
Motacilla cinerea;3611278.316;15997992.57;13330578.82;;32939849.7
Motacilla citreola;42766.80562;16370962.74;5708183.786;;22121913.33
Motacilla clara;2872311.592;;;;2872311.592
Motacilla flava;380850.6444;19231521.08;20002892.43;;39615264.15
Motacilla flaviventris;591141.5932;;;;591141.5932
Motacilla grandis;313034.6092;52779.85484;72511.79832;;438326.2623
Motacilla maderaspatensis;2777285.128;32851.20973;34117.51125;;2844253.849
Motacilla samveasnae;37908.14612;;;;37908.14612
Motacilla tschutschensis;;8800899.755;4951035.827;2238.309267;13754173.89
Moupinia poecilotis;261046.0661;;;;261046.0661
Mulleripicus fuliginosus;107268.7769;;;;107268.7769
Mulleripicus fulvus;103748.1593;;;;103748.1593
Mulleripicus funebris;102221.4176;;;;102221.4176
Mulleripicus pulverulentus;2509983.808;;;;2509983.808
Muscicapa adusta;2390046.508;;;;2390046.508
Muscicapa aquatica;1857977.414;;;;1857977.414
Muscicapa cassini;3741242.338;;;;3741242.338
Muscicapa dauurica;666866.7754;6136648.543;4052696.382;;10856211.7
Muscicapa epulata;1260746.247;;;;1260746.247
Muscicapa ferruginea;11045.80292;1489455.239;1044427.685;;2544928.726
Muscicapa gambagae;666276.9298;;533.836093;;666810.7659
Muscicapa griseisticta;;1924247.535;1161718.154;;3085965.69
Muscicapa muttui;;1144448.393;147599.5107;;1292047.903
Muscicapa randi;117738.7568;;;;117738.7568
Muscicapa segregata;10676.75785;;;;10676.75785
Muscicapa sethsmithi;1269807.243;;;;1269807.243
Muscicapa sibirica;;8437447.995;2998488.634;;11435936.63
Muscicapa striata;;16734180.7;11770093.96;8974601.032;37478875.69
Muscigralla brevicauda;166975.8736;;;;166975.8736
Muscipipra vetula;828538.6784;;;;828538.6784
Muscisaxicola albifrons;285696.221;;;;285696.221
Muscisaxicola albilora;;358810.872;878975.7878;;1237786.66
Muscisaxicola alpinus;42891.29432;;;;42891.29432
Muscisaxicola capistratus;;268391.2637;1253836.214;;1522227.477
Muscisaxicola cinereus;649633.3956;;120946.0536;;770579.4492
Muscisaxicola flavinucha;;762437.1999;693597.3838;;1456034.584
Muscisaxicola fluviatilis;1234552.833;;;;1234552.833
Muscisaxicola frontalis;;222870.7852;505673.5482;;728544.3334
Muscisaxicola griseus;312767.3306;;;;312767.3306
Muscisaxicola juninensis;514166.8734;;;;514166.8734
Muscisaxicola maclovianus;11933.76954;474328.0149;2347849.726;;2834111.51
Muscisaxicola maculirostris;1383462.314;613195.7075;;;1996658.022
Muscisaxicola occipitalis;319622.6624;;;;319622.6624
Muscisaxicola rufivertex;696262.411;;;;696262.411
Musophaga rossae;3088920.397;;;;3088920.397
Musophaga violacea;2077337.607;;;;2077337.607
Myadestes coloratus;1736.233481;;;;1736.233481
Myadestes elisabeth;8446.10858;;;;8446.10858
Myadestes genibarbis;88041.75105;;;;88041.75105
Myadestes melanops;31848.72955;;;;31848.72955
Myadestes obscurus;2593.159149;;;;2593.159149
Myadestes occidentalis;528526.2139;;;;528526.2139
Myadestes palmeri;32.1699485;;;;32.1699485
Myadestes ralloides;457406.7989;;;;457406.7989
Myadestes townsendi;2124129.336;1454629.552;1728607.179;;5307366.066
Myadestes unicolor;140271.8921;;;;140271.8921
Mycerobas affinis;1011741.604;;351972.412;;1363714.016
Mycerobas carnipes;3247868.29;;;;3247868.29
Mycerobas icterioides;406114.4725;;;;406114.4725
Mycerobas melanozanthos;1431365.327;;330304.2886;;1761669.615
Mycteria americana;14530278.42;22003.93776;309057.5996;;14861339.96
Mycteria cinerea;87564.1851;;6717.343696;;94281.5288
Mycteria ibis;15366196.01;;;;15366196.01
Mycteria leucocephala;1543280.438;;1990680.557;;3533960.995
Myiagra albiventris;2881.800297;;;;2881.800297
Myiagra alecto;1364726.046;;;;1364726.046
Myiagra atra;2534.25984;;;;2534.25984
Myiagra azureocapilla;430.8491095;;;;430.8491095
Myiagra caledonica;31281.0721;;;;31281.0721
Myiagra castaneigularis;15257.31943;;;;15257.31943
Myiagra cervinicauda;3353.079131;;;;3353.079131
Myiagra cervinicolor;111.436327;;;;111.436327
Myiagra cyanoleuca;1086699.458;;287847.6574;;1374547.115
Myiagra eichhorni;42279.40879;;;;42279.40879
Myiagra erythrops;458.428538;;;;458.428538
Myiagra ferrocyanea;32478.85982;;;;32478.85982
Myiagra galeata;45782.80728;;;;45782.80728
Myiagra hebetior;331.7894285;;;;331.7894285
Myiagra inquieta;1603554.322;;1217434.055;;2820988.378
Myiagra nana;1092697.443;;;;1092697.443
Myiagra oceanica;95.1451665;;;;95.1451665
Myiagra pluto;356.7672982;;;;356.7672982
Myiagra rubecula;1704514.914;564326.1622;;;2268841.076
Myiagra ruficollis;571128.5571;;;;571128.5571
Myiagra vanikorensis;18248.10481;;;;18248.10481
Myiarchus antillarum;9167.140547;;;;9167.140547
Myiarchus apicalis;41512.47182;;;;41512.47182
Myiarchus barbirostris;11060.40348;;;;11060.40348
Myiarchus cephalotes;292437.3568;;;;292437.3568
Myiarchus cinerascens;332241.9244;3166627.426;593030.559;185701.2063;4277601.116
Myiarchus crinitus;20570.0807;5113627.715;1252265.958;359142.9646;6745606.718
Myiarchus ferox;11854028.19;;;;11854028.19
Myiarchus magnirostris;7758.389223;;;;7758.389223
Myiarchus nugator;749.3645815;;;;749.3645815
Myiarchus nuttingi;634111.6158;;;;634111.6158
Myiarchus oberi;4380.868968;;;;4380.868968
Myiarchus panamensis;372267.9529;;;;372267.9529
Myiarchus phaeocephalus;99412.82471;;;;99412.82471
Myiarchus sagrae;122364.8281;;;;122364.8281
Myiarchus semirufus;3716.235278;;;;3716.235278
Myiarchus stolidus;86109.3688;;;;86109.3688
Myiarchus swainsoni;5201164.315;5883491.753;2580617.606;;13665273.67
Myiarchus tuberculifer;10298841.78;289795.7132;;;10588637.49
Myiarchus tyrannulus;9966113.084;625219.9744;;;10591333.06
Myiarchus validus;11060.40348;;;;11060.40348
Myiarchus venezuelensis;234712.5972;;;;234712.5972
Myiarchus yucatanensis;165406.0658;;;;165406.0658
Myiobius atricaudus;4897260.373;;;;4897260.373
Myiobius barbatus;6231396.278;;;;6231396.278
Myiobius sulphureipygius;640572.4505;;;;640572.4505
Myiobius villosus;270948.7125;;;;270948.7125
Myioborus albifacies;16998.81573;;;;16998.81573
Myioborus albifrons;17152.59684;;;;17152.59684
Myioborus brunniceps;112386.3533;;;;112386.3533
Myioborus cardonai;254.6282765;;;;254.6282765
Myioborus castaneocapilla;95645.00199;;;;95645.00199
Myioborus chrysops;51500.18469;;;;51500.18469
Myioborus flavivertex;5269.268149;;;;5269.268149
Myioborus melanocephalus;185803.559;;;;185803.559
Myioborus miniatus;1237100.389;;;;1237100.389
Myioborus ornatus;39622.31479;;;;39622.31479
Myioborus pariae;275.588781;;;;275.588781
Myioborus pictus;582276.11;542410.9006;;;1124687.011
Myioborus torquatus;5207.201151;;;;5207.201151
Myiodynastes bairdii;96323.21655;;;;96323.21655
Myiodynastes chrysocephalus;176010.8521;;;;176010.8521
Myiodynastes hemichrysus;319022.1478;;;;319022.1478
Myiodynastes luteiventris;;1255840.302;1399394.105;139935.0184;2795169.425
Myiodynastes maculatus;4276343.903;350091.4877;;160364.0219;4786799.413
Myiodynastes solitarius;6134158.474;3311647.021;3678866.478;;13124671.97
Myiomela albiventris;1340.141065;;;;1340.141065
Myiomela cambodiana;28834.38659;;;;28834.38659
Myiomela diana;97528.59934;;;;97528.59934
Myiomela leucura;2713743.985;;;;2713743.985
Myiomela major;1088.490834;;;;1088.490834
Myiopagis caniceps;2654820.945;;;;2654820.945
Myiopagis cinerea;5925005.137;;;;5925005.137
Myiopagis cotta;11060.40348;;;;11060.40348
Myiopagis flavivertex;1303063.33;;;;1303063.33
Myiopagis gaimardii;8672439.063;;;;8672439.063
Myiopagis olallai;15398.90634;;;;15398.90634
Myiopagis parambae;117429.3607;;;;117429.3607
Myiopagis subplacens;109309.452;;;;109309.452
Myiopagis viridicata;7390095.972;;;;7390095.972
Myiophobus crypterythrus;152964.6774;;;;152964.6774
Myiophobus cryptoxanthus;70372.8362;;;;70372.8362
Myiophobus fasciatus;10017740.22;;;;10017740.22
Myiophobus flavicans;271946.4605;;;;271946.4605
Myiophobus inornatus;63145.88759;;;;63145.88759
Myiophobus phoenicomitra;45415.07079;;;;45415.07079
Myiophobus roraimae;246746.3896;;;;246746.3896
Myiophobus rufescens;121570.2312;;;;121570.2312
Myiopsitta luchsi;132220.2846;;;;132220.2846
Myiopsitta monachus;2723297.782;;;;2723297.782
Myiornis albiventris;153319.9486;;;;153319.9486
Myiornis atricapillus;184228.5153;;;;184228.5153
Myiornis auricularis;1267315.613;;;;1267315.613
Myiornis ecaudatus;6430329.642;;;;6430329.642
Myiotheretes fumigatus;214423.3746;;;;214423.3746
Myiotheretes fuscorufus;109730.8705;;;;109730.8705
Myiotheretes pernix;555.792987;;;;555.792987
Myiotheretes striaticollis;632364.0629;;;;632364.0629
Myiothlypis basilica;686.0510535;;;;686.0510535
Myiothlypis bivittata;115808.3545;;;;115808.3545
Myiothlypis chlorophrys;24107.05727;;;;24107.05727
Myiothlypis chrysogaster;42865.51363;;;;42865.51363
Myiothlypis cinereicollis;36201.90429;;;;36201.90429
Myiothlypis conspicillata;2698.40367;;;;2698.40367
Myiothlypis coronata;417697.3853;;;;417697.3853
Myiothlypis euophrys;52313.21797;;;;52313.21797
Myiothlypis flaveola;4000237.434;;;;4000237.434
Myiothlypis fraseri;60871.15309;;;;60871.15309
Myiothlypis fulvicauda;2472927.228;;;;2472927.228
Myiothlypis leucoblephara;1372115.821;;;;1372115.821
Myiothlypis leucophrys;808274.9507;;;;808274.9507
Myiothlypis luteoviridis;124462.3575;;;;124462.3575
Myiothlypis mesoleucus;3146622.397;;;;3146622.397
Myiothlypis nigrocristata;193095.299;;;;193095.299
Myiothlypis rivularis;845845.4726;;;;845845.4726
Myiothlypis roraimae;104638.1349;;;;104638.1349
Myiothlypis signata;148756.9428;;;;148756.9428
Myiothlypis striaticeps;64866.96721;;;;64866.96721
Myiotriccus ornatus;149360.5291;;;;149360.5291
Myiotriccus phoenicurus;94952.01789;;;;94952.01789
Myiozetetes cayanensis;7536119.919;;;;7536119.919
Myiozetetes granadensis;3322069.655;;;;3322069.655
Myiozetetes luteiventris;3958737.979;;;;3958737.979
Myiozetetes similis;10241788.42;;;;10241788.42
Myophonus blighi;3056.660767;;;;3056.660767
Myophonus borneensis;113334.1606;;;;113334.1606
Myophonus caeruleus;5677768.04;1268982.911;193462.6389;;7140213.59
Myophonus castaneus;93212.20751;;;;93212.20751
Myophonus glaucinus;24517.70723;;;;24517.70723
Myophonus horsfieldii;412616.2259;;;;412616.2259
Myophonus insularis;22216.17604;;;;22216.17604
Myophonus melanurus;66925.52432;;;;66925.52432
Myophonus robinsoni;4379.432638;;;;4379.432638
Myornis senilis;118883.7962;;;;118883.7962
Myrmeciza longipes;1110406.018;;;;1110406.018
Myrmecocichla aethiops;2195920.136;;;;2195920.136
Myrmecocichla arnotti;3103069.038;;;;3103069.038
Myrmecocichla formicivora;2087526.665;;;;2087526.665
Myrmecocichla melaena;203225.986;;;;203225.986
Myrmecocichla monticola;1391940.994;;;;1391940.994
Myrmecocichla nigra;3505341.786;;;;3505341.786
Myrmecocichla tholloni;261171.0305;;;;261171.0305
Myrmelastes brunneiceps;54332.46904;;;;54332.46904
Myrmelastes caurensis;240217.9919;;;;240217.9919
Myrmelastes humaythae;370664.9321;;;;370664.9321
Myrmelastes hyperythrus;1641861.008;;;;1641861.008
Myrmelastes leucostigma;3012436.723;;;;3012436.723
Myrmelastes rufifacies;473435.6967;;;;473435.6967
Myrmelastes saturatus;47959.21362;;;;47959.21362
Myrmelastes schistaceus;526051.5693;;;;526051.5693
Myrmia micrura;72080.78174;;;;72080.78174
Myrmoborus leucophrys;5112722.827;;;;5112722.827
Myrmoborus lophotes;203090.245;;;;203090.245
Myrmoborus lugubris;290577.2028;;;;290577.2028
Myrmoborus melanurus;31778.09561;;;;31778.09561
Myrmoborus myotherinus;4777331.715;;;;4777331.715
Myrmochanes hemileucus;261004.5338;;;;261004.5338
Myrmoderus ferrugineus;1290289.112;;;;1290289.112
Myrmoderus loricatus;177934.4962;;;;177934.4962
Myrmoderus ruficauda;319.79324;;;;319.79324
Myrmoderus squamosus;241842.1195;;;;241842.1195
Myrmophylax atrothorax;6799516.987;;;;6799516.987
Myrmorchilus strigilatus;1728744.685;;;;1728744.685
Myrmornis stictoptera;115701.3094;;;;115701.3094
Myrmornis torquata;2995553.671;;;;2995553.671
Myrmothera campanisona;4560014.863;;;;4560014.863
Myrmothera simplex;113240.4512;;;;113240.4512
Myrmotherula ambigua;257568.9793;;;;257568.9793
Myrmotherula assimilis;412355.8224;;;;412355.8224
Myrmotherula axillaris;7734213.183;;;;7734213.183
Myrmotherula behni;139512.0774;;;;139512.0774
Myrmotherula brachyura;6189924.668;;;;6189924.668
Myrmotherula cherriei;676282.888;;;;676282.888
Myrmotherula grisea;66982.6631;;;;66982.6631
Myrmotherula ignota;1558848.886;;;;1558848.886
Myrmotherula iheringi;1149327.014;;;;1149327.014
Myrmotherula klagesi;56055.40411;;;;56055.40411
Myrmotherula longicauda;153996.7307;;;;153996.7307
Myrmotherula longipennis;5116056.592;;;;5116056.592
Myrmotherula luctuosa;247692.4574;;;;247692.4574
Myrmotherula menetriesii;6330312.143;;;;6330312.143
Myrmotherula minor;4875.544839;;;;4875.544839
Myrmotherula multostriata;4643879.559;;;;4643879.559
Myrmotherula pacifica;236813.5443;;;;236813.5443
Myrmotherula schisticolor;534023.855;;;;534023.855
Myrmotherula sclateri;2651787.874;;;;2651787.874
Myrmotherula snowi;130.6901645;;;;130.6901645
Myrmotherula sunensis;178751.3604;;;;178751.3604
Myrmotherula surinamensis;1277404.333;;;;1277404.333
Myrmotherula unicolor;69256.62381;;;;69256.62381
Myrmotherula urosticta;2861.653097;;;;2861.653097
Myrtis fanny;256387.1945;;;;256387.1945
Mystacornis crossleyi;159956.5574;;;;159956.5574
Myza celebensis;41697.11907;;;;41697.11907
Myza sarasinorum;9505.061978;;;;9505.061978
Myzomela adolphinae;80065.71334;;;;80065.71334
Myzomela albigula;337.6096315;;;;337.6096315
Myzomela batjanensis;98.7955145;;;;98.7955145
Myzomela blasii;11287.31471;;;;11287.31471
Myzomela boiei;5049.106559;;;;5049.106559
Myzomela caledonica;16483.74968;;;;16483.74968
Myzomela cardinalis;22069.97213;;;;22069.97213
Myzomela chermesina;37.718106;;;;37.718106
Myzomela chloroptera;110888.8091;;;;110888.8091
Myzomela cineracea;33130.10257;;;;33130.10257
Myzomela cruentata;199080.2472;;;;199080.2472
Myzomela dammermani;9360.021845;;;;9360.021845
Myzomela eichhorni;5021.921168;;;;5021.921168
Myzomela eques;465420.6813;;;;465420.6813
Myzomela erythrina;7448.892174;;;;7448.892174
Myzomela erythrocephala;441576.9449;;;;441576.9449
Myzomela erythromelas;31596.7318;;;;31596.7318
Myzomela jugularis;18045.69403;;;;18045.69403
Myzomela kuehni;2653.876678;;;;2653.876678
Myzomela lafargei;17230.61502;;;;17230.61502
Myzomela longirostris;708.9334805;;;;708.9334805
Myzomela malaitae;4342.691863;;;;4342.691863
Myzomela melanocephala;5893.596605;;;;5893.596605
Myzomela nigrita;166107.5317;;;;166107.5317
Myzomela obscura;765301.1494;;;;765301.1494
Myzomela pammelaena;1790.419657;;;;1790.419657
Myzomela pulchella;2417.988697;;;;2417.988697
Myzomela rosenbergii;176706.2296;;;;176706.2296
Myzomela rubratra;1570.063979;;;;1570.063979
Myzomela rubrobrunnea;22250.12534;;;;22250.12534
Myzomela rubrotincta;2530.527303;;;;2530.527303
Myzomela sanguinolenta;913121.4002;;;;913121.4002
Myzomela sclateri;1087.428558;;;;1087.428558
Myzomela simplex;2228.390133;;;;2228.390133
Myzomela tristrami;3416.594698;;;;3416.594698
Myzomela vulnerata;23797.57107;;;;23797.57107
Myzomela wakoloensis;5294.522292;;;;5294.522292
Myzornis pyrrhoura;99994.75689;;;;99994.75689
Nannopsittaca dachilleae;133764.7387;;;;133764.7387
Nannopsittaca panychlora;48862.71191;;;;48862.71191
Napothera epilepidota;1772386.266;;;;1772386.266
Nasica longirostris;5403747.603;;;;5403747.603
Neafrapus boehmi;1675600.43;;;;1675600.43
Neafrapus cassini;2065421.611;;;;2065421.611
Necrosyrtes monachus;10563732.68;;;193608.5068;10757341.19
Nectarinia bocagii;114313.1773;;;;114313.1773
Nectarinia famosa;1097262.126;;;;1097262.126
Nectarinia johnstoni;19741.20878;;;;19741.20878
Nectarinia kilimensis;511190.691;;;;511190.691
Nectarinia purpureiventris;70135.1906;;;;70135.1906
Nectarinia tacazze;285400.3489;;;;285400.3489
Nemosia pileata;8701211.861;;;;8701211.861
Nemosia rourei;33.637854;;;;33.637854
Neochen jubata;7932208.215;;;;7932208.215
Neochmia evangelinae;130607.1267;;;;130607.1267
Neochmia modesta;1593911.425;;;;1593911.425
Neochmia phaeton;1056823.019;;;;1056823.019
Neochmia ruficauda;1341889.804;;;;1341889.804
Neochmia temporalis;1075086.605;;;;1075086.605
Neocichla gutturalis;292519.0736;;;;292519.0736
Neocossyphus poensis;2473855.445;;;;2473855.445
Neocossyphus rufus;1122180.471;;;;1122180.471
Neocrex colombiana;106008.9806;;;;106008.9806
Neocrex erythrops;3059128.514;;;;3059128.514
Neoctantes niger;1350387.6;;;;1350387.6
Neodrepanis coruscans;55076.66274;;;;55076.66274
Neodrepanis hypoxantha;12922.84461;;;;12922.84461
Neolalage banksiana;9780.844896;;;;9780.844896
Neolestes torquatus;804347.5733;;;;804347.5733
Neomixis pallidior;168079.2298;;;;168079.2298
Neomixis striatigula;162975.0163;;;;162975.0163
Neomixis tenella;586389.7563;;;;586389.7563
Neomixis viridis;173110.585;;;;173110.585
Neomorphus geoffroyi;2917447.878;;;;2917447.878
